Zip,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,Coastal/Inland,Pair
33137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629900.0,615000.0,595000.0,590000.0,571330.0,565000.0,549000.0,539000.0,535000.0,529950.0,527000.0,520000.0,520000.0,515000.0,499888.0,515350.0,539000.0,549000.0,549000.0,1,12
33127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000.0,274950.0,249900.0,250000.0,250000.0,249000.0,241500.0,249900.0,255000.0,265000.0,275000.0,284900.0,298000.0,287000.0,289000.0,274999.0,292000.0,296500.0,0,12
33129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407450.0,399900.0,418000.0,380000.0,434450.0,437500.0,450000.0,459900.0,480000.0,480000.0,475000.0,436900.0,429900.0,410000.0,435000.0,436900.0,449000.0,439000.0,469000.0,484500.0,486450.0,480000.0,483900.0,499000.0,499000.0,487450.0,491500.0,475000.0,512000.0,536450.0,529000.0,537900.0,549450.0,555000.0,550000.0,585000.0,555000.0,559000.0,549000.0,531999.5,519631.5,515000.0,549450.0,549950.0,550000.0,539900.0,545000.0,529000.0,547000.0,558900.0,558250.0,545000.0,549000.0,539777.0,539000.0,1,13
33145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279950.0,280000.0,285500.0,299900.0,299950.0,299900.0,299000.0,319500.0,329000.0,324950.0,324900.0,289000.0,297000.0,314900.0,320000.0,319900.0,320000.0,320000.0,317450.0,329000.0,330000.0,346999.5,354500.0,369000.0,366000.0,366000.0,398950.0,392000.0,399450.0,390000.0,387450.0,375000.0,395000.0,395000.0,389450.0,399500.0,395000.0,382500.0,397000.0,395000.0,399118.0,400000.0,400000.0,418700.0,420000.0,418000.0,0,13
33131.0,300000.0,305000.0,299000.0,298000.0,319000.0,299900.0,299000.0,299000.0,325000.0,299000.0,300000.0,309000.0,310000.0,344950.0,340000.0,350000.0,365000.0,374950.0,372500.0,370000.0,375000.0,360000.0,382500.0,395000.0,366500.0,369700.0,390000.0,389000.0,388000.0,385000.0,380000.0,410000.0,447000.0,424900.0,450000.0,459000.0,470000.0,469999.5,470000.0,470000.0,469999.5,470000.0,479900.0,475000.0,480000.0,479900.0,485000.0,485000.0,480000.0,480000.0,479999.0,485000.0,486500.0,486200.0,495000.0,494500.0,485450.0,485000.0,485000.0,485000.0,480000.0,480000.0,475000.0,483000.0,477950.0,479000.0,494999.5,495000.0,490000.0,485000.0,495000.0,499000.0,495000.0,490000.0,479950.0,480000.0,476500.0,479000.0,479000.0,475000.0,479000.0,477495.0,480000.0,479000.0,484000.0,479000.0,475000.0,470000.0,470000.0,475000.0,470000.0,485000.0,485000.0,1,14
33130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000.0,350000.0,360000.0,369000.0,359250.0,358750.0,355000.0,355000.0,350000.0,350000.0,350000.0,369450.0,375000.0,380000.0,380000.0,388500.0,384950.0,395000.0,397335.0,420000.0,410000.0,399950.0,399900.0,399900.0,400000.0,391000.0,395000.0,403900.0,400614.0,405000.0,409000.0,429000.0,439450.0,439900.0,434000.0,420000.0,423700.0,414950.0,415000.0,419000.0,425000.0,425000.0,410000.0,405000.0,415000.0,425000.0,414950.0,400000.0,399000.0,399500.0,419000.0,435000.0,445000.0,440000.0,0,14
33308.0,356200.0,349900.0,309000.0,299000.0,299000.0,295000.0,298000.0,299000.0,325000.0,303250.0,317000.0,317000.0,300000.0,299999.5,300000.0,299999.0,319000.0,327000.0,334645.0,329900.0,327000.0,325000.0,320000.0,309000.0,299000.0,325000.0,339000.0,339000.0,325000.0,325000.0,329900.0,329900.0,314950.0,319000.0,359900.0,329000.0,349900.0,359000.0,367500.0,369000.0,379000.0,375000.0,365000.0,387000.0,375000.0,369999.0,374900.0,369900.0,372499.5,369900.0,369000.0,369900.0,356950.0,339950.0,330000.0,349900.0,349000.0,350000.0,349900.0,329500.0,339000.0,338000.0,375000.0,379000.0,390000.0,384000.0,375000.0,389900.0,379000.0,374350.0,382450.0,380000.0,379900.0,399000.0,399900.0,424950.0,429000.0,429000.0,449000.0,449000.0,439900.0,435000.0,429000.0,429000.0,419950.0,419900.0,420000.0,421500.0,429500.0,439000.0,439000.0,427000.0,429900.0,1,15
33309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000.0,129000.0,125780.0,125500.0,125000.0,119300.0,119300.0,122400.0,121900.0,127000.0,124949.5,120450.0,124950.0,124900.0,124900.0,125000.0,126949.5,134900.0,129900.0,129900.0,129900.0,130000.0,133900.0,139900.0,142000.0,142000.0,146250.0,149900.0,145000.0,150000.0,152450.0,160000.0,158500.0,160000.0,155000.0,155000.0,168000.0,168900.0,169900.0,174900.0,178000.0,179450.0,179950.0,198000.0,199900.0,190000.0,192450.0,0,15
33062.0,339000.0,329000.0,291027.5,285855.0,275000.0,259838.5,259950.0,264450.0,280000.0,282450.0,280000.0,277000.0,275000.0,285000.0,275000.0,285000.0,299000.0,300000.0,302500.0,299999.0,299999.5,299000.0,299000.0,299900.0,299900.0,299900.0,299000.0,285000.0,279900.0,289000.0,295000.0,299000.0,299900.0,298700.0,327000.0,324900.0,349900.0,349000.0,349900.0,339000.0,335450.0,350000.0,349900.0,353900.0,359000.0,359000.0,359900.0,359450.0,349900.0,349000.0,349000.0,339450.0,339000.0,349450.0,349900.0,369900.0,370000.0,377000.0,379000.0,375000.0,379000.0,379000.0,379900.0,377000.0,375000.0,375000.0,379000.0,375000.0,375000.0,395000.0,399000.0,389750.0,375000.0,366250.0,369000.0,379000.0,379900.0,395000.0,398500.0,399000.0,399000.0,415000.0,398695.0,394500.0,399000.0,392250.0,389000.0,389000.0,395000.0,398826.0,399000.0,395000.0,395000.0,1,16
33060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249450.0,259000.0,249950.0,258100.0,249000.0,245000.0,243000.0,245000.0,240000.0,229900.0,239950.0,250000.0,259900.0,279000.0,250000.0,267450.0,245000.0,248450.0,259000.0,257000.0,249900.0,249000.0,0,16
32226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237450.0,228425.0,239949.5,249945.0,247650.0,239950.0,239995.0,235190.0,237400.0,230995.0,229990.0,227475.0,232990.0,233990.0,237945.0,238445.0,240990.0,259990.0,249980.0,253900.0,247000.0,240445.0,244995.0,245000.0,241990.0,235000.0,245000.0,225000.0,228900.0,229400.0,240950.0,229900.0,226300.0,226300.0,219900.0,228900.0,228700.0,229000.0,228500.0,225000.0,227200.0,239200.0,236400.0,244900.0,254900.0,249900.0,249450.0,1,17
32218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175990.0,177990.0,175000.0,179900.0,187990.0,184990.0,184945.0,180945.0,180900.0,180450.0,182445.0,179990.0,181990.0,173990.0,182945.0,184900.0,180495.0,181990.0,178990.0,175000.0,179990.0,185000.0,189990.0,181495.0,189500.0,189945.0,191445.0,188950.0,184999.5,189900.0,189000.0,189900.0,179450.0,172450.0,171000.0,179900.0,178495.0,164900.0,161000.0,170000.0,179900.0,179900.0,187500.0,189900.0,185000.0,186125.0,186081.0,0,17
96778.0,179250.0,179250.0,178444.0,178888.0,174999.0,173999.5,169250.0,170000.0,192200.0,179500.0,171750.0,182900.0,174000.0,178750.0,182200.0,175000.0,176000.0,199900.0,189450.0,194450.0,199900.0,179500.0,170000.0,169950.0,174000.0,179000.0,184950.0,187000.0,179000.0,169000.0,163450.0,157000.0,159200.0,150000.0,159900.0,169900.0,195000.0,197000.0,199000.0,199000.0,189500.0,195000.0,195000.0,194500.0,189000.0,179000.0,179000.0,185000.0,189000.0,195800.0,195800.0,199450.0,219000.0,220000.0,219700.0,203500.0,188500.0,181050.0,178800.0,180000.0,179000.0,169500.0,175000.0,169000.0,169000.0,169000.0,169000.0,169000.0,175000.0,172000.0,175000.0,174000.0,175000.0,175000.0,180000.0,175000.0,179950.0,179900.0,179900.0,180000.0,179500.0,189000.0,188000.0,194000.0,199000.0,199900.0,199975.0,209000.0,207000.0,210000.0,215000.0,220000.0,209512.5,1,18
96771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185000.0,185000.0,171950.0,159450.0,159900.0,159900.0,165000.0,179000.0,177000.0,175000.0,166400.0,170000.0,179000.0,172500.0,172000.0,179000.0,175000.0,195000.0,197000.0,205500.0,217400.0,192500.0,189500.0,195000.0,195000.0,175000.0,172500.0,189500.0,179950.0,194500.0,199250.0,215000.0,182500.0,191750.0,189000.0,185000.0,180000.0,180000.0,197500.0,199900.0,195000.0,199450.0,196000.0,186500.0,195000.0,196500.0,185000.0,199000.0,198000.0,204450.0,197000.0,197000.0,210000.0,210000.0,210000.0,214250.0,0,18
70124.0,289000.0,270300.0,282450.0,262000.0,269000.0,260000.0,269000.0,280000.0,298500.0,292000.0,284500.0,284000.0,269000.0,259000.0,274000.0,295000.0,309950.0,279000.0,275000.0,287000.0,262000.0,269000.0,274450.0,279000.0,279900.0,297000.0,299000.0,307125.0,299000.0,299000.0,299000.0,299000.0,326000.0,329000.0,335000.0,332000.0,337250.0,349000.0,349900.0,349700.0,379500.0,352500.0,392450.0,395000.0,424950.0,390000.0,390000.0,389000.0,399900.0,437250.0,430250.0,422000.0,449950.0,444000.0,437000.0,417500.0,439000.0,425000.0,419900.0,398000.0,419900.0,398500.0,389000.0,399000.0,449900.0,449450.0,449900.0,461500.0,479250.0,475000.0,475000.0,472250.0,459900.0,459450.0,472000.0,479000.0,495000.0,477000.0,475000.0,484950.0,498000.0,468900.0,456000.0,458500.0,479500.0,479000.0,475500.0,475000.0,474000.0,475000.0,489000.0,469000.0,465000.0,1,19
70118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410000.0,399000.0,395000.0,375000.0,374000.0,359000.0,325000.0,358500.0,349000.0,375000.0,345750.0,379500.0,369000.0,395000.0,0,19
70122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000.0,199949.5,199949.5,189950.0,185250.0,199950.0,203050.0,209500.0,209000.0,210000.0,187000.0,210000.0,229900.0,239900.0,249000.0,229000.0,217000.0,199000.0,206025.0,231756.5,237000.0,229013.0,207000.0,199900.0,1,20
70119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309000.0,339000.0,340500.0,329000.0,345000.0,315000.0,289000.0,299000.0,319000.0,299999.0,299000.0,299900.0,299900.0,299000.0,295000.0,299000.0,309000.0,325000.0,299450.0,294900.0,0,20
70126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112000.0,118000.0,115000.0,119500.0,120000.0,126000.0,131250.0,120000.0,113900.0,115000.0,113000.0,115000.0,109900.0,115000.0,116500.0,119000.0,109900.0,99500.0,99900.0,105900.0,110000.0,106950.0,118000.0,118000.0,117000.0,124900.0,116400.0,114900.0,105450.0,110000.0,115350.0,110000.0,129500.0,124000.0,109500.0,105900.0,105900.0,105900.0,107450.0,115000.0,118500.0,129450.0,130000.0,131750.0,124900.0,128500.0,121950.0,1,21
70116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574700.0,499000.0,475000.0,485000.0,491750.0,529000.0,479000.0,498500.0,450000.0,424000.0,399000.0,399000.0,399000.0,399000.0,398500.0,399000.0,399000.0,0,21
39501.0,99000.0,99000.0,95000.0,90350.0,89800.0,89850.0,87289.0,84900.0,79900.0,72000.0,82500.0,79700.0,75000.0,68000.0,73250.0,79000.0,79450.0,84950.0,85000.0,89900.0,84950.0,85800.0,85800.0,85400.0,75750.0,75000.0,76437.5,75750.0,72000.0,74000.0,74900.0,73750.0,73000.0,69250.0,72600.0,70250.0,69900.0,69000.0,64900.0,63000.0,63000.0,64900.0,65950.0,64900.0,67750.0,60000.0,59000.0,59900.0,59375.0,64900.0,64950.0,68000.0,69900.0,69000.0,69000.0,69450.0,74500.0,79000.0,76500.0,75000.0,76000.0,79000.0,75900.0,75000.0,80500.0,81000.0,75000.0,78200.0,75000.0,73150.0,75000.0,69900.0,68000.0,67800.0,70450.0,70500.0,79000.0,79000.0,79000.0,84000.0,78500.0,72500.0,79900.0,70000.0,69900.0,73950.0,79900.0,78950.0,79900.0,85000.0,75000.0,75000.0,74000.0,1,22
39503.0,146000.0,144950.0,140000.0,139900.0,139900.0,138400.0,139500.0,139500.0,139900.0,139900.0,138000.0,137900.0,133500.0,129000.0,138000.0,134900.0,132840.0,132500.0,132000.0,132960.0,132250.0,129900.0,130000.0,134900.0,132700.0,131000.0,130000.0,132000.0,133400.0,129990.0,133350.0,139100.0,134900.0,132000.0,142200.0,140000.0,142275.0,146900.0,145900.0,148675.0,148995.0,148995.0,150000.0,150900.0,153900.0,151900.0,152570.0,154900.0,156480.0,154900.0,154900.0,154900.0,154990.0,156900.0,157050.0,157900.0,159900.0,160000.0,160000.0,157490.0,157395.0,157200.0,158500.0,159900.0,157395.0,159700.0,157950.0,157200.0,159900.0,159358.0,155000.0,155900.0,155000.0,149900.0,149250.0,149900.0,149945.0,149900.0,144900.0,147500.0,147475.5,148500.0,151700.0,156900.0,154900.0,154600.0,158900.0,164900.0,169500.0,169900.0,169900.0,169900.0,170712.5,0,22
29412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269000.0,269000.0,283600.0,285995.0,280000.0,280000.0,279900.0,285000.0,283750.0,288600.0,289950.0,296990.0,290000.0,298995.0,293450.0,299700.0,299900.0,307500.0,299000.0,311250.0,315000.0,325000.0,314900.0,305000.0,327000.0,317450.0,347000.0,318400.0,314700.0,311000.0,309000.0,314500.0,323950.0,329000.0,337500.0,334178.0,330500.0,324999.0,349700.0,352990.0,369900.0,375000.0,385000.0,381000.0,390490.0,376200.0,399000.0,1,23
29407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222250.0,229000.0,226750.0,219500.0,230000.0,244500.0,239000.0,242000.0,239000.0,234900.0,229000.0,237500.0,229000.0,242500.0,239000.0,250000.0,263750.0,254950.0,259900.0,279850.0,279800.0,278200.0,279000.0,289900.0,279800.0,275000.0,254750.0,249950.0,274949.5,295000.0,299000.0,307900.0,309900.0,295000.0,289950.0,284900.0,289500.0,293000.0,295000.0,299950.0,310000.0,305000.0,299777.0,320000.0,315000.0,300000.0,299900.0,0,23
29577.0,,,,,,,,,,,,,,,,,,,,,,,,,127900.0,124900.0,124900.0,125000.0,129000.0,129000.0,129900.0,129900.0,125000.0,127900.0,129900.0,133900.0,134900.0,134000.0,134900.0,134900.0,129800.0,129900.0,137500.0,138000.0,137800.0,138000.0,139300.0,135000.0,135000.0,135000.0,138000.0,134850.0,138450.0,139000.0,135000.0,129900.0,139895.0,135000.0,136950.0,135500.0,135000.0,134900.0,128900.0,134898.0,135000.0,135000.0,139900.0,139900.0,139900.0,164900.0,159900.0,148999.0,149900.0,149900.0,148500.0,144900.0,148999.0,145000.0,149900.0,158500.0,149999.0,155000.0,155350.0,154900.0,156000.0,155000.0,154900.0,154900.0,159000.0,159000.0,159900.0,158000.0,159900.0,1,24
29579.0,,,,,,,,,,,,,,,,,,,,,,,,,,145000.0,145900.0,144900.0,145000.0,145000.0,145000.0,149900.0,144400.0,145000.0,150000.0,158900.0,158900.0,164500.0,164900.0,166212.5,165116.0,174900.0,170650.0,169999.5,174898.0,179900.0,177370.0,179900.0,182900.0,184945.0,187900.0,191000.0,190000.0,193966.0,191900.0,189000.0,205512.0,205000.0,209826.5,205000.0,199995.0,199900.0,179900.0,184900.0,199900.0,187500.0,189950.0,200000.0,204873.0,218898.0,219900.0,220990.0,227650.0,229900.0,229950.0,227900.0,233900.0,230800.0,229007.5,225590.0,224900.0,229900.0,229900.0,224900.0,229900.0,231910.0,237900.0,229900.0,225990.0,234900.0,240000.0,241695.0,244900.0,0,24
29566.0,,,,,,,,,,,,,,,,,,,,,,,,,131400.0,129900.0,128000.0,129900.0,134900.0,131900.0,129500.0,130000.0,129900.0,131400.0,134500.0,129900.0,129900.0,129900.0,132700.0,135400.0,129900.0,131493.5,133200.0,129900.0,134900.0,137975.0,137975.0,135000.0,134900.0,134900.0,138900.0,137950.0,145000.0,145000.0,147900.0,139947.5,149900.0,149900.0,149900.0,150000.0,150000.0,159900.0,150950.0,154900.0,154900.0,154900.0,161900.0,163200.0,165500.0,178000.0,179900.0,177990.0,175000.0,174900.0,176900.0,170945.0,173000.0,174900.0,179250.0,179250.0,175000.0,174949.5,184900.0,179800.0,178924.0,171450.0,169900.0,175935.0,176490.0,175962.5,176990.0,179900.0,179900.0,0,25
29582.0,,,,,,,,,,,,,,,,,,,,,,,,,209000.0,208950.0,204900.0,203155.0,202000.0,206250.0,207900.0,207900.0,209900.0,209900.0,210000.0,214900.0,216900.0,219900.0,215350.0,215000.0,210000.0,210000.0,214900.0,209900.0,209900.0,214400.0,209900.0,210000.0,216400.0,219900.0,219900.0,220000.0,224900.0,225900.0,229000.0,223500.0,234900.0,231450.0,235000.0,235000.0,238950.0,233450.0,234999.5,235000.0,239000.0,237500.0,239900.0,239000.0,239000.0,239000.0,234900.0,228900.0,229900.0,239900.0,249000.0,244900.0,248000.0,249000.0,249900.0,249900.0,249900.0,249900.0,255000.0,259000.0,254000.0,252900.0,249900.0,249900.0,249900.0,249900.0,252900.0,259900.0,259900.0,1,25
77062.0,164888.5,167000.0,169900.0,169900.0,169500.0,167500.0,163950.0,162900.0,159900.0,159900.0,159900.0,159000.0,157900.0,159000.0,159900.0,159900.0,159000.0,155900.0,154000.0,154900.0,153950.0,149900.0,148500.0,149900.0,148500.0,151000.0,150000.0,149900.0,150000.0,149900.0,154950.0,154900.0,159500.0,159900.0,159900.0,159850.0,159550.0,159900.0,160000.0,163500.0,165000.0,168900.0,169500.0,165000.0,165250.0,164975.0,161950.0,157000.0,154000.0,164900.0,171350.0,172900.0,178000.0,180000.0,186000.0,184800.0,185000.0,184350.0,184350.0,184350.0,178500.0,181450.0,189900.0,189000.0,194000.0,198000.0,215000.0,215250.0,215500.0,215250.0,217500.0,218000.0,199950.0,211000.0,215000.0,217000.0,219500.0,229900.0,229900.0,225000.0,224950.0,224800.0,223900.0,219500.0,218900.0,221000.0,228500.0,226900.0,225000.0,229900.0,229000.0,229900.0,234750.0,0,26
77058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204000.0,229000.0,233300.0,237700.0,249900.0,249900.0,218888.0,209444.0,203250.0,213900.0,205000.0,199900.0,198450.0,218888.0,198500.0,1,26
77015.0,96900.0,94950.0,91000.0,89900.0,89900.0,89900.0,89000.0,89900.0,95950.0,92099.5,92223.0,89949.5,89900.0,89000.0,89900.0,89400.0,89900.0,89900.0,89945.0,90000.0,89900.0,89500.0,84450.0,83950.0,82200.0,84200.0,82750.0,84690.0,79000.0,75000.0,79900.0,80000.0,79900.0,79900.0,89900.0,90493.5,89900.0,92500.0,95000.0,97900.0,99900.0,100000.0,104450.0,100000.0,104950.0,104900.0,105000.0,105000.0,104750.0,104900.0,104900.0,105000.0,110000.0,109990.0,110000.0,105000.0,98050.0,105000.0,105800.0,117500.0,120000.0,119900.0,124000.0,121450.0,119900.0,119900.0,119900.0,120000.0,125000.0,126450.0,127500.0,129995.0,126000.0,129992.5,125000.0,119990.0,119500.0,125900.0,135000.0,135000.0,129000.0,134995.0,129950.0,119450.0,120000.0,127500.0,130000.0,139900.0,139000.0,149000.0,147000.0,146500.0,148750.0,1,27
77020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000.0,150000.0,132000.0,120000.0,132000.0,149900.0,149950.0,146000.0,145000.0,132900.0,134350.0,130000.0,135500.0,135000.0,126000.0,130000.0,144000.0,139000.0,139900.0,142900.0,160000.0,0,27
21403.0,413000.0,415000.0,400000.0,400000.0,415000.0,399995.0,425000.0,425000.0,434750.0,429000.0,419000.0,398000.0,396500.0,394000.0,390000.0,404943.5,425000.0,425000.0,427000.0,425000.0,429000.0,422500.0,415000.0,410000.0,420000.0,399949.5,417000.0,449900.0,449950.0,450000.0,450000.0,449000.0,399900.0,399000.0,440450.0,420000.0,429949.5,439990.0,454500.0,470000.0,449900.0,455000.0,450000.0,445000.0,435000.0,419000.0,399950.0,399000.0,399900.0,399900.0,400000.0,419900.0,424950.0,449000.0,425000.0,420000.0,399900.0,404950.0,414760.0,419450.0,399900.0,399900.0,399900.0,409900.0,412950.0,415900.0,415000.0,409000.0,419000.0,408000.0,419900.0,410000.0,399450.0,419500.0,439500.0,457000.0,459950.0,474950.0,473650.0,472400.0,475000.0,458950.0,449900.0,437000.0,424950.0,429900.0,449900.0,467000.0,469000.0,450000.0,450000.0,469900.0,469900.0,1,28
21401.0,476950.0,477000.0,491950.0,500000.0,498925.0,496925.0,495000.0,455846.5,475000.0,448000.0,430000.0,419900.0,425800.0,417500.0,430000.0,425000.0,424900.0,439900.0,420000.0,424900.0,412500.0,424900.0,409900.0,399000.0,399950.0,394950.0,384400.0,389900.0,399000.0,425000.0,425000.0,443995.0,429000.0,425000.0,472400.0,450000.0,449900.0,449900.0,449000.0,485000.0,515000.0,507495.0,499900.0,497000.0,525000.0,499900.0,499900.0,489900.0,475000.0,474999.0,499000.0,474900.0,499000.0,495000.0,525000.0,529000.0,511000.0,499900.0,490000.0,499000.0,450000.0,490000.0,484000.0,484000.0,489900.0,497000.0,479900.0,477000.0,462500.0,450000.0,450000.0,450000.0,469000.0,475000.0,495000.0,499900.0,499900.0,499900.0,527450.0,499550.0,510000.0,525000.0,519995.0,496369.5,499900.0,510000.0,499995.0,541449.5,524900.0,544670.0,528250.0,532000.0,550000.0,0,28
21122.0,305000.0,299999.0,314825.0,314750.0,319950.0,309000.0,299900.0,299999.5,299999.0,299900.0,299900.0,295000.0,285900.0,276900.0,282950.0,275000.0,279900.0,279900.0,274900.0,275000.0,274900.0,269900.0,269900.0,269000.0,269900.0,264900.0,259900.0,263000.0,269900.0,269000.0,269900.0,269900.0,278000.0,270000.0,289900.0,284900.0,285999.0,299900.0,299900.0,294950.0,299000.0,299900.0,296000.0,299900.0,299900.0,299000.0,289900.0,297000.0,299100.0,298900.0,298500.0,299900.0,299900.0,299999.0,284949.5,289999.5,295000.0,284900.0,280000.0,275000.0,279900.0,291200.0,299900.0,299900.0,297000.0,299900.0,289900.0,295000.0,292500.0,293950.0,287400.0,283450.0,279900.0,285000.0,285000.0,289450.0,292500.0,299000.0,299900.0,299900.0,299900.0,289900.0,289950.0,289900.0,289900.0,294950.0,299900.0,319900.0,320000.0,319900.0,324500.0,319900.0,325000.0,1,29
21060.0,229450.0,229450.0,237750.0,239755.0,242450.0,234900.0,229000.0,239000.0,259450.0,249900.0,249900.0,249949.5,249000.0,229900.0,224900.0,237000.0,239900.0,239945.0,242445.0,239900.0,247000.0,239990.0,225000.0,222750.0,225000.0,219450.0,220750.0,225000.0,244900.0,245000.0,249950.0,256575.0,257500.0,269900.0,274950.0,279000.0,275000.0,269950.0,265900.0,269900.0,274900.0,279000.0,279000.0,274900.0,269990.0,275000.0,269970.0,264900.0,267450.0,291445.0,294900.0,284900.0,289450.0,282400.0,280000.0,291495.0,298500.0,274900.0,272945.0,279900.0,269990.0,279950.0,276545.0,282900.0,289900.0,287995.0,285495.0,288945.0,289000.0,282495.0,284900.0,284999.0,275990.0,274999.5,280890.0,279990.0,279900.0,279990.0,279990.0,285000.0,271500.0,285000.0,289000.0,294900.0,292890.0,289990.0,299000.0,299000.0,299000.0,299900.0,299900.0,299999.0,300000.0,0,29
21220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900.0,188899.5,189990.0,189000.0,195000.0,189000.0,179900.0,191950.0,182000.0,183350.0,193900.0,199900.0,189900.0,194900.0,206500.0,205000.0,189450.0,195000.0,195000.0,210000.0,209962.0,200000.0,198672.0,189900.0,195000.0,189900.0,189900.0,199700.0,170000.0,182450.0,189900.0,199500.0,199900.0,214900.0,209900.0,216000.0,214450.0,209900.0,215000.0,209900.0,210000.0,191400.0,211480.0,209450.0,209000.0,214900.0,214900.0,199900.0,199949.5,199999.0,210000.0,174900.0,173450.0,184950.0,192200.0,204997.5,230000.0,239900.0,239000.0,236999.5,234700.0,1,30
21237.0,219250.0,215000.0,219900.0,219700.0,214900.0,209900.0,199900.0,197250.0,209000.0,202450.0,199949.5,202450.0,199999.0,204900.0,200000.0,202450.0,199900.0,199900.0,205000.0,199900.0,199900.0,191250.0,189900.0,185000.0,179945.0,184900.0,179900.0,184450.0,186950.0,184950.0,180000.0,179000.0,166000.0,169900.0,175000.0,178500.0,174999.0,176000.0,174800.0,177450.0,169900.0,169450.0,175000.0,187000.0,180000.0,175000.0,173500.0,190000.0,200000.0,199900.0,199900.0,194500.0,189950.0,189900.0,199000.0,189900.0,189900.0,192500.0,182450.0,179950.0,184900.0,186500.0,189450.0,196500.0,186350.0,184450.0,189000.0,199900.0,194500.0,187450.0,184900.0,179900.0,179950.0,179900.0,179900.0,191200.0,196750.0,185000.0,184900.0,192300.0,196950.0,194900.0,209450.0,214900.0,213000.0,199900.0,209990.0,216950.0,209500.0,216425.0,223000.0,219900.0,219900.0,0,30
