Zip,Inland/Coastal,Pair,Date,Price,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved
36576.0,0,1,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
36532.0,1,1,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
36605.0,1,2,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
36606.0,0,2,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
99501.0,1,3,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
99508.0,0,3,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
94014.0,0,4,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
94015.0,1,4,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
93950.0,1,5,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
93940.0,0,5,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
93109.0,1,6,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
93108.0,0,6,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
77505.0,1,7,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
77504.0,0,7,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
19947.0,0,8,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
19968.0,1,8,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
19963.0,1,9,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
19960.0,0,9,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
19904.0,0,10,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
19901.0,1,10,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
19720.0,1,11,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
19702.0,0,11,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
33137.0,1,12,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
33127.0,0,12,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
33129.0,1,13,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
33145.0,0,13,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
33131.0,1,14,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
33130.0,0,14,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
33308.0,1,15,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
33309.0,0,15,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
33062.0,1,16,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
33060.0,0,16,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
32226.0,1,17,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
32218.0,0,17,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
96778.0,1,18,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
96771.0,0,18,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
70124.0,1,19,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
70118.0,0,19,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
70122.0,1,20,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
70119.0,0,20,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
70126.0,1,21,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
70116.0,0,21,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
39501.0,1,22,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
39503.0,0,22,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
29412.0,1,23,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
29407.0,0,23,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
29577.0,1,24,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
29579.0,0,24,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
29566.0,0,25,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
29582.0,1,25,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
77062.0,0,26,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
77058.0,1,26,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
77015.0,1,27,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
77020.0,0,27,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
21403.0,1,28,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
21401.0,0,28,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
21122.0,1,29,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
21060.0,0,29,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
21220.0,1,30,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
21237.0,0,30,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
10305.0,1,31,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
10304.0,0,31,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
10306.0,0,32,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
10314.0,1,32,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
11214.0,1,33,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
11204.0,0,33,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
10023.0,0,34,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
10069.0,1,34,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
10003.0,0,35,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
10010.0,1,35,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
28468.0,1,36,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
28467.0,0,36,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
23502.0,0,37,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
23518.0,1,37,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
23666.0,0,38,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
23661.0,1,38,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55
36576.0,0,1,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
36532.0,1,1,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
36605.0,1,2,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
36606.0,0,2,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
99501.0,1,3,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
99508.0,0,3,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
94014.0,0,4,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
94015.0,1,4,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
93950.0,1,5,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
93940.0,0,5,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
93109.0,1,6,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
93108.0,0,6,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
77505.0,1,7,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
77504.0,0,7,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
19947.0,0,8,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
19968.0,1,8,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
19963.0,1,9,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
19960.0,0,9,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
19904.0,0,10,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
19901.0,1,10,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
19720.0,1,11,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
19702.0,0,11,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
33137.0,1,12,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
33127.0,0,12,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
33129.0,1,13,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
33145.0,0,13,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
33131.0,1,14,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
33130.0,0,14,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
33308.0,1,15,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
33309.0,0,15,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
33062.0,1,16,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
33060.0,0,16,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
32226.0,1,17,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
32218.0,0,17,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
96778.0,1,18,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
96771.0,0,18,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
70124.0,1,19,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
70118.0,0,19,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
70122.0,1,20,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
70119.0,0,20,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
70126.0,1,21,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
70116.0,0,21,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
39501.0,1,22,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
39503.0,0,22,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
29412.0,1,23,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
29407.0,0,23,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
29577.0,1,24,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
29579.0,0,24,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
29566.0,0,25,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
29582.0,1,25,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
77062.0,0,26,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
77058.0,1,26,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
77015.0,1,27,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
77020.0,0,27,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
21403.0,1,28,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
21401.0,0,28,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
21122.0,1,29,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
21060.0,0,29,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
21220.0,1,30,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
21237.0,0,30,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
10305.0,1,31,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
10304.0,0,31,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
10306.0,0,32,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
10314.0,1,32,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
11214.0,1,33,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
11204.0,0,33,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
10023.0,0,34,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
10069.0,1,34,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
10003.0,0,35,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
10010.0,1,35,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
28468.0,1,36,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
28467.0,0,36,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
23502.0,0,37,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
23518.0,1,37,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
23666.0,0,38,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
23661.0,1,38,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07
36576.0,0,1,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
36532.0,1,1,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
36605.0,1,2,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
36606.0,0,2,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
99501.0,1,3,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
99508.0,0,3,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
94014.0,0,4,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
94015.0,1,4,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
93950.0,1,5,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
93940.0,0,5,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
93109.0,1,6,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
93108.0,0,6,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
77505.0,1,7,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
77504.0,0,7,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
19947.0,0,8,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
19968.0,1,8,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
19963.0,1,9,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
19960.0,0,9,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
19904.0,0,10,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
19901.0,1,10,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
19720.0,1,11,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
19702.0,0,11,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
33137.0,1,12,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
33127.0,0,12,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
33129.0,1,13,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
33145.0,0,13,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
33131.0,1,14,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
33130.0,0,14,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
33308.0,1,15,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
33309.0,0,15,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
33062.0,1,16,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
33060.0,0,16,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
32226.0,1,17,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
32218.0,0,17,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
96778.0,1,18,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
96771.0,0,18,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
70124.0,1,19,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
70118.0,0,19,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
70122.0,1,20,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
70119.0,0,20,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
70126.0,1,21,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
70116.0,0,21,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
39501.0,1,22,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
39503.0,0,22,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
29412.0,1,23,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
29407.0,0,23,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
29577.0,1,24,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
29579.0,0,24,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
29566.0,0,25,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
29582.0,1,25,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
77062.0,0,26,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
77058.0,1,26,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
77015.0,1,27,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
77020.0,0,27,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
21403.0,1,28,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
21401.0,0,28,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
21122.0,1,29,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
21060.0,0,29,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
21220.0,1,30,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
21237.0,0,30,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
10305.0,1,31,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
10304.0,0,31,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
10306.0,0,32,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
10314.0,1,32,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
11214.0,1,33,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
11204.0,0,33,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
10023.0,0,34,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
10069.0,1,34,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
10003.0,0,35,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
10010.0,1,35,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
28468.0,1,36,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
28467.0,0,36,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
23502.0,0,37,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
23518.0,1,37,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
23666.0,0,38,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
23661.0,1,38,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27
36576.0,0,1,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
36532.0,1,1,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
36605.0,1,2,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
36606.0,0,2,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
99501.0,1,3,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
99508.0,0,3,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
94014.0,0,4,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
94015.0,1,4,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
93950.0,1,5,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
93940.0,0,5,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
93109.0,1,6,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
93108.0,0,6,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
77505.0,1,7,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
77504.0,0,7,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
19947.0,0,8,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
19968.0,1,8,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
19963.0,1,9,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
19960.0,0,9,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
19904.0,0,10,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
19901.0,1,10,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
19720.0,1,11,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
19702.0,0,11,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
33137.0,1,12,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
33127.0,0,12,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
33129.0,1,13,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
33145.0,0,13,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
33131.0,1,14,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
33130.0,0,14,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
33308.0,1,15,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
33309.0,0,15,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
33062.0,1,16,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
33060.0,0,16,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
32226.0,1,17,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
32218.0,0,17,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
96778.0,1,18,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
96771.0,0,18,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
70124.0,1,19,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
70118.0,0,19,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
70122.0,1,20,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
70119.0,0,20,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
70126.0,1,21,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
70116.0,0,21,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
39501.0,1,22,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
39503.0,0,22,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
29412.0,1,23,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
29407.0,0,23,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
29577.0,1,24,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
29579.0,0,24,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
29566.0,0,25,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
29582.0,1,25,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
77062.0,0,26,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
77058.0,1,26,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
77015.0,1,27,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
77020.0,0,27,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
21403.0,1,28,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
21401.0,0,28,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
21122.0,1,29,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
21060.0,0,29,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
21220.0,1,30,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
21237.0,0,30,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
10305.0,1,31,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43
