Zip,Inland/Coastal,Pair,Date,Price,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved
93940.0,0,5,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
93109.0,1,6,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
93108.0,0,6,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
77505.0,1,7,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
77504.0,0,7,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
19947.0,0,8,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
19968.0,1,8,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
19963.0,1,9,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
19960.0,0,9,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
19904.0,0,10,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
19901.0,1,10,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
19720.0,1,11,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
19702.0,0,11,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
33137.0,1,12,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
33127.0,0,12,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
33129.0,1,13,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
33145.0,0,13,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
33131.0,1,14,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
33130.0,0,14,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
33308.0,1,15,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
33309.0,0,15,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
33062.0,1,16,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
33060.0,0,16,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
32226.0,1,17,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
32218.0,0,17,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
96778.0,1,18,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
96771.0,0,18,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
70124.0,1,19,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
70118.0,0,19,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
70122.0,1,20,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
70119.0,0,20,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
70126.0,1,21,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
70116.0,0,21,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
39501.0,1,22,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
39503.0,0,22,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
29412.0,1,23,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
29407.0,0,23,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
29577.0,1,24,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
29579.0,0,24,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
29566.0,0,25,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
29582.0,1,25,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
77062.0,0,26,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
77058.0,1,26,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
77015.0,1,27,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
77020.0,0,27,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
21403.0,1,28,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
21401.0,0,28,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
21122.0,1,29,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
21060.0,0,29,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
21220.0,1,30,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
21237.0,0,30,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
10305.0,1,31,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
10304.0,0,31,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
10306.0,0,32,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
10314.0,1,32,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
11214.0,1,33,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
11204.0,0,33,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
10023.0,0,34,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
10069.0,1,34,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
10003.0,0,35,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
10010.0,1,35,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
28468.0,1,36,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
28467.0,0,36,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
23502.0,0,37,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
23518.0,1,37,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
23666.0,0,38,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
23661.0,1,38,2018-08,,332500.0,43.02,86.81,43.95,49.28,87.25,50.19,48.7
36576.0,0,1,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
36532.0,1,1,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
36605.0,1,2,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
36606.0,0,2,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
99501.0,1,3,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
99508.0,0,3,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
94014.0,0,4,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
94015.0,1,4,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
93950.0,1,5,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
93940.0,0,5,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
93109.0,1,6,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
93108.0,0,6,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
77505.0,1,7,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
77504.0,0,7,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
19947.0,0,8,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
19968.0,1,8,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
19963.0,1,9,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
19960.0,0,9,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
19904.0,0,10,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
19901.0,1,10,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
19720.0,1,11,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
19702.0,0,11,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
33137.0,1,12,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
33127.0,0,12,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
33129.0,1,13,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
33145.0,0,13,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
33131.0,1,14,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
33130.0,0,14,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
33308.0,1,15,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
33309.0,0,15,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
33062.0,1,16,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
33060.0,0,16,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
32226.0,1,17,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
32218.0,0,17,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
96778.0,1,18,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
96771.0,0,18,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
70124.0,1,19,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
70118.0,0,19,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
70122.0,1,20,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
70119.0,0,20,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
70126.0,1,21,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
70116.0,0,21,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
39501.0,1,22,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
39503.0,0,22,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
29412.0,1,23,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
29407.0,0,23,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
29577.0,1,24,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
29579.0,0,24,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
29566.0,0,25,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
29582.0,1,25,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
77062.0,0,26,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
77058.0,1,26,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
77015.0,1,27,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
77020.0,0,27,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
21403.0,1,28,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
21401.0,0,28,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
21122.0,1,29,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
21060.0,0,29,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
21220.0,1,30,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
21237.0,0,30,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
10305.0,1,31,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
10304.0,0,31,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
10306.0,0,32,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
10314.0,1,32,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
11214.0,1,33,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
11204.0,0,33,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
10023.0,0,34,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
10069.0,1,34,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
10003.0,0,35,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
10010.0,1,35,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
28468.0,1,36,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
28467.0,0,36,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
23502.0,0,37,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
23518.0,1,37,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
23666.0,0,38,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
23661.0,1,38,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47
36576.0,0,1,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
36532.0,1,1,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
36605.0,1,2,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
36606.0,0,2,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
99501.0,1,3,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
99508.0,0,3,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
94014.0,0,4,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
94015.0,1,4,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
93950.0,1,5,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
93940.0,0,5,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
93109.0,1,6,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
93108.0,0,6,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
77505.0,1,7,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
77504.0,0,7,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
19947.0,0,8,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
19968.0,1,8,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
19963.0,1,9,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
19960.0,0,9,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
19904.0,0,10,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
19901.0,1,10,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
19720.0,1,11,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
19702.0,0,11,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
33137.0,1,12,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
33127.0,0,12,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
33129.0,1,13,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
33145.0,0,13,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
33131.0,1,14,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
33130.0,0,14,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
33308.0,1,15,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
33309.0,0,15,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
33062.0,1,16,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
33060.0,0,16,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
32226.0,1,17,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
32218.0,0,17,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
96778.0,1,18,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
96771.0,0,18,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
70124.0,1,19,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
70118.0,0,19,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
70122.0,1,20,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
70119.0,0,20,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
70126.0,1,21,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
70116.0,0,21,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
39501.0,1,22,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
39503.0,0,22,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
29412.0,1,23,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
29407.0,0,23,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
29577.0,1,24,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
29579.0,0,24,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
29566.0,0,25,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
29582.0,1,25,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
77062.0,0,26,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
77058.0,1,26,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
77015.0,1,27,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
77020.0,0,27,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
21403.0,1,28,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
21401.0,0,28,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
21122.0,1,29,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
21060.0,0,29,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
21220.0,1,30,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
21237.0,0,30,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
10305.0,1,31,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
10304.0,0,31,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
10306.0,0,32,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
10314.0,1,32,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
11214.0,1,33,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
11204.0,0,33,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
10023.0,0,34,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
10069.0,1,34,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
10003.0,0,35,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
10010.0,1,35,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
28468.0,1,36,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
28467.0,0,36,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
23502.0,0,37,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
23518.0,1,37,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
23666.0,0,38,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
23661.0,1,38,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93
36576.0,0,1,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
36532.0,1,1,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
36605.0,1,2,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
36606.0,0,2,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
99501.0,1,3,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
99508.0,0,3,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
94014.0,0,4,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
94015.0,1,4,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
93950.0,1,5,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
93940.0,0,5,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
93109.0,1,6,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
93108.0,0,6,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
77505.0,1,7,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
77504.0,0,7,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
19947.0,0,8,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
19968.0,1,8,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
19963.0,1,9,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
19960.0,0,9,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
19904.0,0,10,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
19901.0,1,10,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
19720.0,1,11,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
19702.0,0,11,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
33137.0,1,12,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
33127.0,0,12,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
33129.0,1,13,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
33145.0,0,13,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
33131.0,1,14,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
33130.0,0,14,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
33308.0,1,15,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
33309.0,0,15,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
33062.0,1,16,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
33060.0,0,16,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
32226.0,1,17,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
32218.0,0,17,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
96778.0,1,18,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
96771.0,0,18,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
70124.0,1,19,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
70118.0,0,19,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
70122.0,1,20,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
70119.0,0,20,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
70126.0,1,21,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
70116.0,0,21,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
39501.0,1,22,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
39503.0,0,22,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
29412.0,1,23,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
29407.0,0,23,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
29577.0,1,24,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
29579.0,0,24,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
29566.0,0,25,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
29582.0,1,25,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
77062.0,0,26,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
77058.0,1,26,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
77015.0,1,27,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
77020.0,0,27,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
21403.0,1,28,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
21401.0,0,28,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
21122.0,1,29,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
21060.0,0,29,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
21220.0,1,30,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
21237.0,0,30,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
10305.0,1,31,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
10304.0,0,31,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
10306.0,0,32,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
10314.0,1,32,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
11214.0,1,33,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
11204.0,0,33,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
10023.0,0,34,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
10069.0,1,34,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
10003.0,0,35,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
10010.0,1,35,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31
