Zip,Coastal/Inland,Pair,Date,Price,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved
11204.0,0,18,2013-09,,330502.09,24.58,86.94,24.64,29.63,87.11,29.69,24.72
11214.0,1,18,2013-09,,330502.09,24.58,86.94,24.64,29.63,87.11,29.69,24.72
11209.0,1,19,2013-09,,330502.09,24.58,86.94,24.64,29.63,87.11,29.69,24.72
10023.0,0,20,2013-09,,330502.09,24.58,86.94,24.64,29.63,87.11,29.69,24.72
10069.0,1,20,2013-09,,330502.09,24.58,86.94,24.64,29.63,87.11,29.69,24.72
10003.0,0,21,2013-09,,330502.09,24.58,86.94,24.64,29.63,87.11,29.69,24.72
10010.0,1,21,2013-09,,330502.09,24.58,86.94,24.64,29.63,87.11,29.69,24.72
94014.0,0,1,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
94015.0,1,1,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
93940.0,0,2,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
93950.0,1,2,2013-10,734900.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
93109.0,1,3,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
93108.0,0,3,2013-10,3750000.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
77505.0,1,4,2013-10,177000.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
77504.0,0,4,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
33137.0,1,5,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
33127.0,0,5,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
33129.0,1,6,2013-10,459900.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
33145.0,0,6,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
33131.0,1,7,2013-10,479900.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
33130.0,0,7,2013-10,355000.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
33308.0,1,8,2013-10,369999.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
33060.0,0,9,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
33062.0,1,9,2013-10,359000.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
70124.0,1,10,2013-10,390000.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
70118.0,0,10,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
70122.0,1,11,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
70119.0,0,11,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
70126.0,1,12,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
77062.0,0,13,2013-10,164975.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
77058.0,1,13,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
77015.0,1,14,2013-10,104900.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
10305.0,1,16,2013-10,379999.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
10304.0,0,16,2013-10,349999.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
10314.0,1,17,2013-10,369000.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
11204.0,0,18,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
11214.0,1,18,2013-10,485000.0,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
11209.0,1,19,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
10023.0,0,20,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
10069.0,1,20,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
10003.0,0,21,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
10010.0,1,21,2013-10,,332307.09,27.9,85.47,26.33,32.95,85.84,31.4,26.41
94014.0,0,1,2013-11,519000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
94015.0,1,1,2013-11,599400.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
93940.0,0,2,2013-11,789000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
93950.0,1,2,2013-11,715000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
93109.0,1,3,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
93108.0,0,3,2013-11,3495000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
77505.0,1,4,2013-11,179900.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
77504.0,0,4,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
33137.0,1,5,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
33127.0,0,5,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
33129.0,1,6,2013-11,480000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
33145.0,0,6,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
33131.0,1,7,2013-11,485000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
33130.0,0,7,2013-11,355000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
33308.0,1,8,2013-11,374900.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
33060.0,0,9,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
33062.0,1,9,2013-11,359900.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
70124.0,1,10,2013-11,390000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
70118.0,0,10,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
70122.0,1,11,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
70119.0,0,11,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
70126.0,1,12,2013-11,112000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
77062.0,0,13,2013-11,161950.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
77058.0,1,13,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
77015.0,1,14,2013-11,105000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
10305.0,1,16,2013-11,377000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
10304.0,0,16,2013-11,326750.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
10314.0,1,17,2013-11,360000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
11204.0,0,18,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
11214.0,1,18,2013-11,478000.0,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
11209.0,1,19,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
10023.0,0,20,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
10069.0,1,20,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
10003.0,0,21,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
10010.0,1,21,2013-11,,334475.81,25.88,83.02,25.08,30.95,83.35,30.16,27.03
94014.0,0,1,2013-12,520000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
94015.0,1,1,2013-12,589000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
93940.0,0,2,2013-12,785000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
93950.0,1,2,2013-12,725850.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
93109.0,1,3,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
93108.0,0,3,2013-12,3650000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
77505.0,1,4,2013-12,179900.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
77504.0,0,4,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
33137.0,1,5,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
33127.0,0,5,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
33129.0,1,6,2013-12,480000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
33145.0,0,6,2013-12,279950.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
33131.0,1,7,2013-12,485000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
33130.0,0,7,2013-12,350000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
33308.0,1,8,2013-12,369900.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
33060.0,0,9,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
33062.0,1,9,2013-12,359450.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
70124.0,1,10,2013-12,389000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
70118.0,0,10,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
70122.0,1,11,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
70119.0,0,11,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
70126.0,1,12,2013-12,118000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
77062.0,0,13,2013-12,157000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
77058.0,1,13,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
77015.0,1,14,2013-12,105000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
10305.0,1,16,2013-12,365000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
10304.0,0,16,2013-12,327000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
10314.0,1,17,2013-12,360000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
11204.0,0,18,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
11214.0,1,18,2013-12,468000.0,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
11209.0,1,19,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
10023.0,0,20,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
10069.0,1,20,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
10003.0,0,21,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
10010.0,1,21,2013-12,,335779.0,21.23,83.43,22.49,26.34,83.75,27.58,26.81
94014.0,0,1,2014-01,544475.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
94015.0,1,1,2014-01,569999.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
93940.0,0,2,2014-01,775000.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
93950.0,1,2,2014-01,739450.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
93109.0,1,3,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
93108.0,0,3,2014-01,4195000.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
77505.0,1,4,2014-01,179900.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
77504.0,0,4,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
33137.0,1,5,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
33127.0,0,5,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
33129.0,1,6,2014-01,475000.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
33145.0,0,6,2014-01,280000.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
33131.0,1,7,2014-01,480000.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
33130.0,0,7,2014-01,350000.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
33308.0,1,8,2014-01,372499.5,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
33060.0,0,9,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
33062.0,1,9,2014-01,349900.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
70124.0,1,10,2014-01,399900.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
70118.0,0,10,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
70122.0,1,11,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
70119.0,0,11,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
70126.0,1,12,2014-01,115000.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
77062.0,0,13,2014-01,154000.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
77058.0,1,13,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
77015.0,1,14,2014-01,104750.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
10305.0,1,16,2014-01,375000.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
10304.0,0,16,2014-01,319250.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
10314.0,1,17,2014-01,379500.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
11204.0,0,18,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
11214.0,1,18,2014-01,480000.0,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
11209.0,1,19,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
10023.0,0,20,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
10069.0,1,20,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
10003.0,0,21,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
10010.0,1,21,2014-01,,337416.91,22.25,81.07,22.33,27.36,81.12,27.43,28.28
94014.0,0,1,2014-02,549950.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
94015.0,1,1,2014-02,619444.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
93940.0,0,2,2014-02,787500.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
93950.0,1,2,2014-02,734000.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
93109.0,1,3,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
93108.0,0,3,2014-02,3995000.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
77505.0,1,4,2014-02,180220.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
77504.0,0,4,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
33137.0,1,5,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
33127.0,0,5,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
33129.0,1,6,2014-02,436900.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
33145.0,0,6,2014-02,285500.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
33131.0,1,7,2014-02,480000.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
33130.0,0,7,2014-02,350000.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
33308.0,1,8,2014-02,369900.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
33060.0,0,9,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
33062.0,1,9,2014-02,349000.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
70124.0,1,10,2014-02,437250.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
70118.0,0,10,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
70122.0,1,11,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
70119.0,0,11,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
70126.0,1,12,2014-02,119500.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
77062.0,0,13,2014-02,164900.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
77058.0,1,13,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
77015.0,1,14,2014-02,104900.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
10305.0,1,16,2014-02,364700.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
10304.0,0,16,2014-02,310750.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
10314.0,1,17,2014-02,379500.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
11204.0,0,18,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
11214.0,1,18,2014-02,478000.0,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
11209.0,1,19,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
10023.0,0,20,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
10069.0,1,20,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
10003.0,0,21,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
10010.0,1,21,2014-02,,338113.59,24.61,83.87,23.5,29.73,83.75,28.62,30.22
94014.0,0,1,2014-03,539450.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
94015.0,1,1,2014-03,619444.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
93940.0,0,2,2014-03,775000.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
93950.0,1,2,2014-03,739450.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
93109.0,1,3,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
93108.0,0,3,2014-03,3995000.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
77505.0,1,4,2014-03,180220.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
77504.0,0,4,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
33137.0,1,5,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
33127.0,0,5,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
33129.0,1,6,2014-03,429900.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
33145.0,0,6,2014-03,299900.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
33131.0,1,7,2014-03,479999.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
33130.0,0,7,2014-03,369450.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
33308.0,1,8,2014-03,369000.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
33060.0,0,9,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
33062.0,1,9,2014-03,349000.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
70124.0,1,10,2014-03,430250.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
70118.0,0,10,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
70122.0,1,11,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
70119.0,0,11,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
70126.0,1,12,2014-03,120000.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
77062.0,0,13,2014-03,171350.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
77058.0,1,13,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
77015.0,1,14,2014-03,104900.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
10305.0,1,16,2014-03,365000.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
10304.0,0,16,2014-03,345900.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
10314.0,1,17,2014-03,383500.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
11204.0,0,18,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
11214.0,1,18,2014-03,473250.0,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
11209.0,1,19,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
10023.0,0,20,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
10069.0,1,20,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
10003.0,0,21,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
10010.0,1,21,2014-03,,335904.81,22.85,87.09,22.77,28.0,86.95,27.92,30.11
94014.0,0,1,2014-04,574500.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
94015.0,1,1,2014-04,634000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
93940.0,0,2,2014-04,775000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
93950.0,1,2,2014-04,729000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
93109.0,1,3,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
93108.0,0,3,2014-04,3825000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
77505.0,1,4,2014-04,184900.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
77504.0,0,4,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
33137.0,1,5,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
33127.0,0,5,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
33129.0,1,6,2014-04,410000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
33145.0,0,6,2014-04,299950.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
33131.0,1,7,2014-04,485000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
33130.0,0,7,2014-04,375000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
33308.0,1,8,2014-04,369900.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
33060.0,0,9,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
33062.0,1,9,2014-04,339450.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
70124.0,1,10,2014-04,422000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
70118.0,0,10,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
70122.0,1,11,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
70119.0,0,11,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
70126.0,1,12,2014-04,126000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
77062.0,0,13,2014-04,172900.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
77058.0,1,13,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
77015.0,1,14,2014-04,105000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
10305.0,1,16,2014-04,369000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
10304.0,0,16,2014-04,349000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
10314.0,1,17,2014-04,371950.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
11204.0,0,18,2014-04,699000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
11214.0,1,18,2014-04,478000.0,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
11209.0,1,19,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
10023.0,0,20,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
10069.0,1,20,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
10003.0,0,21,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
10010.0,1,21,2014-04,,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97
94014.0,0,1,2014-05,549975.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
94015.0,1,1,2014-05,650000.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
93940.0,0,2,2014-05,765000.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
93950.0,1,2,2014-05,749000.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
93109.0,1,3,2014-05,,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
93108.0,0,3,2014-05,3500000.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
77505.0,1,4,2014-05,200000.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
77504.0,0,4,2014-05,,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
33137.0,1,5,2014-05,,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
33127.0,0,5,2014-05,,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
33129.0,1,6,2014-05,435000.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
33145.0,0,6,2014-05,299900.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
33131.0,1,7,2014-05,486500.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
33130.0,0,7,2014-05,380000.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
33308.0,1,8,2014-05,356950.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
33060.0,0,9,2014-05,,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
33062.0,1,9,2014-05,339000.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
70124.0,1,10,2014-05,449950.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
70118.0,0,10,2014-05,,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
70122.0,1,11,2014-05,,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
70119.0,0,11,2014-05,,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
70126.0,1,12,2014-05,131250.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
77062.0,0,13,2014-05,178000.0,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
77058.0,1,13,2014-05,,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15
