Zip,Inland/Coastal,Pair,Date,Price,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved,PredPrice
36576.0,0,1,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,305054.6620765161
36532.0,1,1,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,246560.71106333088
36605.0,1,2,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,66904.78713964466
36606.0,0,2,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,125398.73815282989
99501.0,1,3,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,254370.163120155
99508.0,0,3,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,312864.11413334025
94014.0,0,4,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,732022.3170973574
94015.0,1,4,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,673528.3660841722
93950.0,1,5,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,758380.5203689407
93940.0,0,5,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,816874.4713821259
93109.0,1,6,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2905023.7533456795
93108.0,0,6,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2963517.7043588646
77505.0,1,7,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,192116.6659877172
77504.0,0,7,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,250610.61700090242
19947.0,0,8,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,304382.3203262015
19968.0,1,8,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,245888.36931301624
19963.0,1,9,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,209638.1316580305
19960.0,0,9,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,268132.0826712157
19904.0,0,10,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,244568.36602512858
19901.0,1,10,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,186074.41501194332
19720.0,1,11,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,179596.86867979067
19702.0,0,11,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,238090.8196929759
33137.0,1,12,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,393417.68274209334
33127.0,0,12,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,451911.63375527866
33129.0,1,13,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,418882.98784660955
33145.0,0,13,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,477376.9388597948
33131.0,1,14,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,414553.7494239925
33130.0,0,14,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,473047.7004371778
33308.0,1,15,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,283617.3025117956
33309.0,0,15,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,342111.25352498086
33062.0,1,16,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,324972.4293704947
33060.0,0,16,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,383466.3803836799
32226.0,1,17,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,193963.36076502647
32218.0,0,17,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,252457.31177821168
96778.0,1,18,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,179835.02478124195
96771.0,0,18,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,238328.9757944272
70124.0,1,19,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,381616.25569395727
70118.0,0,19,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,440110.2067071425
70122.0,1,20,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,237848.54485912493
70119.0,0,20,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,296342.49587231013
70126.0,1,21,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,197927.90353157738
70116.0,0,21,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,256421.85454476264
39501.0,1,22,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,107342.8182377485
39503.0,0,22,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,165836.76925093372
29412.0,1,23,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,278623.8767224747
29407.0,0,23,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,337117.8277356599
29577.0,1,24,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,157335.28928119433
29579.0,0,24,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,215829.2402943796
29566.0,0,25,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,239457.60676115163
29582.0,1,25,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,180963.65574796643
77062.0,0,26,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,229041.21522846818
77058.0,1,26,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,170547.26421528292
77015.0,1,27,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,112665.5141142464
77020.0,0,27,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,171159.4651274316
21403.0,1,28,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,445855.77253882436
21401.0,0,28,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,504349.72355200956
21122.0,1,29,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,275001.01178613596
21060.0,0,29,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,333494.9627993212
21220.0,1,30,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,187341.3366121007
21237.0,0,30,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,245835.2876252859
10305.0,1,31,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,418650.56290856365
10304.0,0,31,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,477144.51392174885
10306.0,0,32,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,474912.1205980178
10314.0,1,32,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,416418.1695848326
11214.0,1,33,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,641820.5076423697
11204.0,0,33,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,700314.4586555549
10023.0,0,34,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2447528.6006248407
10069.0,1,34,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2389034.6496116556
10003.0,0,35,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2470189.941930308
10010.0,1,35,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2411695.9909171225
28468.0,1,36,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,184284.905797101
28467.0,0,36,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,242778.85681028623
23502.0,0,37,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,256944.57839071925
23518.0,1,37,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,198450.62737753405
23666.0,0,38,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,208793.2101111496
23661.0,1,38,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,150299.2590979644
36576.0,0,1,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,307658.69821234146
36532.0,1,1,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,247264.11819043872
36605.0,1,2,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,67608.19426675251
36606.0,0,2,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,128002.77428865526
99501.0,1,3,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,255073.57024726286
99508.0,0,3,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,315468.15026916564
94014.0,0,4,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,734626.3532331827
94015.0,1,4,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,674231.77321128
93950.0,1,5,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,759083.9274960485
93940.0,0,5,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,819478.5075179512
93109.0,1,6,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2905727.1604727875
93108.0,0,6,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2966121.74049469
77505.0,1,7,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,192820.07311482506
77504.0,0,7,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,253214.6531367278
19947.0,0,8,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,306986.35646202683
19968.0,1,8,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,246591.7764401241
19963.0,1,9,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,210341.53878513834
19960.0,0,9,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,270736.1188070411
19904.0,0,10,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,247172.40216095393
19901.0,1,10,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,186777.82213905116
19720.0,1,11,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,180300.2758068985
19702.0,0,11,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,240694.85582880126
33137.0,1,12,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,394121.08986920124
33127.0,0,12,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,454515.669891104
33129.0,1,13,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,419586.3949737174
33145.0,0,13,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,479980.9749956202
33131.0,1,14,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,415257.15655110043
33130.0,0,14,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,475651.7365730031
33308.0,1,15,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,284320.70963890344
33309.0,0,15,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,344715.2896608062
33062.0,1,16,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,325675.8364976025
33060.0,0,16,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,386070.41651950526
32226.0,1,17,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,194666.76789213432
32218.0,0,17,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,255061.34791403706
96778.0,1,18,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,180538.43190834983
96771.0,0,18,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,240933.01193025257
70124.0,1,19,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,382319.66282106517
70118.0,0,19,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,442714.24284296785
70122.0,1,20,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,238551.95198623277
70119.0,0,20,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,298946.5320081355
70126.0,1,21,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,198631.31065868525
70116.0,0,21,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,259025.890680588
39501.0,1,22,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,108046.22536485636
39503.0,0,22,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,168440.8053867591
29412.0,1,23,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,279327.28384958254
29407.0,0,23,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,339721.8638714853
29577.0,1,24,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,158038.6964083022
29579.0,0,24,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,218433.27643020495
29566.0,0,25,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,242061.64289697702
29582.0,1,25,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,181667.06287507428
77062.0,0,26,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,231645.25136429354
77058.0,1,26,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,171250.67134239076
77015.0,1,27,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,113368.92124135426
77020.0,0,27,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,173763.501263257
21403.0,1,28,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,446559.1796659322
21401.0,0,28,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,506953.759687835
21122.0,1,29,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,275704.4189132438
21060.0,0,29,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,336098.9989351466
21220.0,1,30,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,188044.74373920856
21237.0,0,30,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,248439.3237611113
10305.0,1,31,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,419353.9700356715
10304.0,0,31,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,479748.55005757423
10306.0,0,32,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,477516.1567338432
10314.0,1,32,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,417121.57671194046
11214.0,1,33,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,642523.9147694776
11204.0,0,33,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,702918.4947913802
10023.0,0,34,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2450132.636760666
10069.0,1,34,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2389738.0567387636
10003.0,0,35,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2472793.9780661333
10010.0,1,35,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2412399.3980442304
28468.0,1,36,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,184988.31292420888
28467.0,0,36,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,245382.89294611162
23502.0,0,37,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,259548.61452654464
23518.0,1,37,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,199154.0345046419
23666.0,0,38,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,211397.24624697497
23661.0,1,38,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,151002.66622507223
36576.0,0,1,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,304997.2201029317
36532.0,1,1,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,246545.19472964463
36605.0,1,2,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,66889.27080595844
36606.0,0,2,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,125341.2961792455
99501.0,1,3,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,254354.6467864688
99508.0,0,3,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,312806.67215975584
94014.0,0,4,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,731964.875123773
94015.0,1,4,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,673512.849750486
93950.0,1,5,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,758365.0040352544
93940.0,0,5,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,816817.0294085415
93109.0,1,6,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,2905008.237011993
93108.0,0,6,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,2963460.2623852803
77505.0,1,7,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,192101.14965403097
77504.0,0,7,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,250553.17502731804
19947.0,0,8,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,304324.8783526171
19968.0,1,8,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,245872.85297933003
19963.0,1,9,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,209622.61532434428
19960.0,0,9,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,268074.64069763134
19904.0,0,10,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,244510.92405154416
19901.0,1,10,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,186058.8986782571
19720.0,1,11,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,179581.35234610445
19702.0,0,11,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,238033.3777193915
33137.0,1,12,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,393402.16640840715
33127.0,0,12,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,451854.1917816942
33129.0,1,13,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,418867.47151292337
33145.0,0,13,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,477319.4968862104
33131.0,1,14,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,414538.23309030634
33130.0,0,14,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,472990.2584635934
33308.0,1,15,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,283601.78617810935
33309.0,0,15,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,342053.81155139644
33062.0,1,16,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,324956.9130368085
33060.0,0,16,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,383408.9384100955
32226.0,1,17,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,193947.84443134026
32218.0,0,17,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,252399.86980462732
96778.0,1,18,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,179819.50844755577
96771.0,0,18,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,238271.5338208428
70124.0,1,19,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,381600.7393602711
70118.0,0,19,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,440052.7647335582
70122.0,1,20,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,237833.0285254387
70119.0,0,20,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,296285.0538987258
70126.0,1,21,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,197912.3871978912
70116.0,0,21,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,256364.41257117823
39501.0,1,22,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,107327.30190406229
39503.0,0,22,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,165779.32727734937
29412.0,1,23,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,278608.36038878845
29407.0,0,23,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,337060.38576207554
29577.0,1,24,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,157319.77294750814
29579.0,0,24,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,215771.79832079518
29566.0,0,25,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,239400.16478756728
29582.0,1,25,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,180948.13941428022
77062.0,0,26,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,228983.77325488377
77058.0,1,26,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,170531.7478815967
77015.0,1,27,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,112649.99778056018
77020.0,0,27,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,171102.02315384726
21403.0,1,28,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,445840.25620513817
21401.0,0,28,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,504292.2815784252
21122.0,1,29,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,274985.4954524498
21060.0,0,29,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,333437.5208257368
21220.0,1,30,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,187325.82027841447
21237.0,0,30,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,245777.84565170156
10305.0,1,31,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,418635.0465748774
10304.0,0,31,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,477087.0719481645
10306.0,0,32,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,474854.67862443347
10314.0,1,32,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,416402.65325114643
11214.0,1,33,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,641804.9913086834
11204.0,0,33,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,700257.0166819706
10023.0,0,34,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,2447471.1586512565
10069.0,1,34,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,2389019.133277969
10003.0,0,35,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,2470132.499956724
10010.0,1,35,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,2411680.4745834363
28468.0,1,36,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,184269.3894634148
28467.0,0,36,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,242721.41483670185
23502.0,0,37,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,256887.1364171349
23518.0,1,37,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,198435.11104384784
23666.0,0,38,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,208735.76813756523
23661.0,1,38,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,150283.74276427814
36576.0,0,1,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,296170.30349546485
36532.0,1,1,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,244160.85145319818
36605.0,1,2,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,64504.92752951196
36606.0,0,2,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,116514.37957177863
99501.0,1,3,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,251970.3035100223
99508.0,0,3,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,303979.75555228896
94014.0,0,4,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,723137.9585163061
94015.0,1,4,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,671128.5064740395
93950.0,1,5,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,755980.6607588079
93940.0,0,5,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,807990.1128010746
93109.0,1,6,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,2902623.8937355466
93108.0,0,6,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,2954633.3457778133
77505.0,1,7,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,189716.8063775845
77504.0,0,7,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,241726.25841985116
19947.0,0,8,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,295497.9617451502
19968.0,1,8,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,243488.50970288354
19963.0,1,9,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,207238.2720478978
19960.0,0,9,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,259247.72409016447
19904.0,0,10,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,235684.0074440773
