Zip,Inland/Coastal,Pair,Date,Price,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved,LogPrice,PredLogPrice
36576.0,0,1,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.48665841696755
36532.0,1,1,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.496287186976472
36605.0,1,2,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,11.334828348388818
36606.0,0,2,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,11.325199578379896
99501.0,1,3,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.539899560890706
99508.0,0,3,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.530270790881783
94014.0,0,4,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.485330822985418
94015.0,1,4,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.49495959299434
93950.0,1,5,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.621560573375488
93940.0,0,5,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.611931803366566
93109.0,1,6,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,14.82995106049797
93108.0,0,6,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,14.820322290489049
77505.0,1,7,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.244206562868438
77504.0,0,7,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.234577792859515
19947.0,0,8,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.512682384331493
19968.0,1,8,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.522311154340416
19963.0,1,9,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.372540995509175
19960.0,0,9,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.362912225500253
19904.0,0,10,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.246836474036101
19901.0,1,10,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.256465244045023
19720.0,1,11,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.227761004141012
19702.0,0,11,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.218132234132089
33137.0,1,12,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.906312783506602
33127.0,0,12,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.89668401349768
33129.0,1,13,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.018732201355478
33145.0,0,13,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.009103431346556
33131.0,1,14,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.028791420492771
33130.0,0,14,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.01916265048385
33308.0,1,15,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.573457589253353
33309.0,0,15,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.563828819244431
33062.0,1,16,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.769203244273525
33060.0,0,16,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.759574474264602
32226.0,1,17,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.301675638074386
32218.0,0,17,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.292046868065464
96778.0,1,18,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.219531297564394
96771.0,0,18,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.209902527555473
70124.0,1,19,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.917922226770962
70118.0,0,19,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.908293456762038
70122.0,1,20,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.470586116316717
70119.0,0,20,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.460957346307795
70126.0,1,21,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.072366975931546
70116.0,0,21,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.062738205922624
39501.0,1,22,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,11.666680563606032
39503.0,0,22,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,11.65705179359711
29412.0,1,23,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.641592897109476
29407.0,0,23,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.631964127100554
29577.0,1,24,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.087996300097386
29579.0,0,24,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.078367530088464
29566.0,0,25,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.205371735429148
29582.0,1,25,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.21500050543807
77062.0,0,26,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.208312673045487
77058.0,1,26,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.217941443054409
77015.0,1,27,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,11.701634487538431
77020.0,0,27,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,11.692005717529508
21403.0,1,28,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.116586198458112
21401.0,0,28,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.10695742844919
21122.0,1,29,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.639632188637876
21060.0,0,29,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.630003418628954
21220.0,1,30,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.273204078726398
21237.0,0,30,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.263575308717476
10305.0,1,31,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.0338204087513
10304.0,0,31,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.024191638742378
10306.0,0,32,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.035315158612123
10314.0,1,32,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.044943928621047
11214.0,1,33,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.438857339091129
11204.0,0,33,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,13.429228569082207
10023.0,0,34,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,14.723105418429213
10069.0,1,34,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,14.732734188438137
10003.0,0,35,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,14.730455294132797
10010.0,1,35,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,14.740084064141719
28468.0,1,36,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.279907234412319
28467.0,0,36,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.270278464403395
23502.0,0,37,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.30538996371382
23518.0,1,37,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.315018733722741
23666.0,0,38,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.03137695346572
23661.0,1,38,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,,12.041005723474642
36576.0,0,1,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.492830454349296
36532.0,1,1,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.503157188153626
36605.0,1,2,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,11.341698349565972
36606.0,0,2,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,11.331371615761642
99501.0,1,3,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.54676956206786
99508.0,0,3,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.536442828263528
94014.0,0,4,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.491502860367163
94015.0,1,4,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.501829594171493
93950.0,1,5,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.628430574552642
93940.0,0,5,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.618103840748311
93109.0,1,6,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,14.836821061675124
93108.0,0,6,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,14.826494327870794
77505.0,1,7,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.251076564045592
77504.0,0,7,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.24074983024126
19947.0,0,8,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.518854421713238
19968.0,1,8,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.52918115551757
19963.0,1,9,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.379410996686328
19960.0,0,9,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.369084262881998
19904.0,0,10,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.253008511417846
19901.0,1,10,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.263335245222176
19720.0,1,11,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.234631005318166
19702.0,0,11,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.224304271513834
33137.0,1,12,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.913182784683755
33127.0,0,12,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.902856050879425
33129.0,1,13,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.025602202532632
33145.0,0,13,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.015275468728301
33131.0,1,14,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.035661421669925
33130.0,0,14,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.025334687865595
33308.0,1,15,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.580327590430507
33309.0,0,15,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.570000856626176
33062.0,1,16,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.776073245450679
33060.0,0,16,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.765746511646347
32226.0,1,17,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.30854563925154
32218.0,0,17,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.298218905447209
96778.0,1,18,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.226401298741548
96771.0,0,18,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.216074564937218
70124.0,1,19,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.924792227948116
70118.0,0,19,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.914465494143784
70122.0,1,20,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.47745611749387
70119.0,0,20,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.46712938368954
70126.0,1,21,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.0792369771087
70116.0,0,21,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.06891024330437
39501.0,1,22,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,11.673550564783186
39503.0,0,22,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,11.663223830978856
29412.0,1,23,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.648462898286631
29407.0,0,23,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.6381361644823
29577.0,1,24,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.09486630127454
29579.0,0,24,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.084539567470209
29566.0,0,25,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.211543772810893
29582.0,1,25,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.221870506615224
77062.0,0,26,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.214484710427232
77058.0,1,26,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.224811444231563
77015.0,1,27,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,11.708504488715585
77020.0,0,27,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,11.698177754911253
21403.0,1,28,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.123456199635266
21401.0,0,28,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.113129465830935
21122.0,1,29,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.64650218981503
21060.0,0,29,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.6361754560107
21220.0,1,30,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.280074079903551
21237.0,0,30,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.269747346099221
10305.0,1,31,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.040690409928454
10304.0,0,31,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.030363676124123
10306.0,0,32,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.041487195993868
10314.0,1,32,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.0518139297982
11214.0,1,33,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.445727340268283
11204.0,0,33,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,13.435400606463952
10023.0,0,34,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,14.729277455810958
10069.0,1,34,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,14.739604189615289
10003.0,0,35,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,14.736627331514542
10010.0,1,35,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,14.746954065318873
28468.0,1,36,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.286777235589472
28467.0,0,36,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.27645050178514
23502.0,0,37,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.311562001095565
23518.0,1,37,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.321888734899895
23666.0,0,38,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.037548990847466
23661.0,1,38,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,,12.047875724651796
36576.0,0,1,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.486522269084128
36532.0,1,1,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.496135642832858
36605.0,1,2,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,11.334676804245204
36606.0,0,2,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,11.325063430496474
99501.0,1,3,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.53974801674709
99508.0,0,3,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.530134642998362
94014.0,0,4,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.485194675101997
94015.0,1,4,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.494808048850725
93950.0,1,5,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.621409029231874
93940.0,0,5,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.611795655483144
93109.0,1,6,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,14.829799516354356
93108.0,0,6,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,14.820186142605627
77505.0,1,7,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.244055018724824
77504.0,0,7,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.234441644976094
19947.0,0,8,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.512546236448072
19968.0,1,8,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.522159610196802
19963.0,1,9,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.37238945136556
19960.0,0,9,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.36277607761683
19904.0,0,10,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.246700326152679
19901.0,1,10,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.256313699901408
19720.0,1,11,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.227609459997398
19702.0,0,11,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.217996086248668
33137.0,1,12,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.906161239362987
33127.0,0,12,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.896547865614258
33129.0,1,13,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.018580657211864
33145.0,0,13,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.008967283463134
33131.0,1,14,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.028639876349157
33130.0,0,14,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.019026502600427
33308.0,1,15,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.573306045109739
33309.0,0,15,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.56369267136101
33062.0,1,16,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.76905170012991
33060.0,0,16,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.759438326381181
32226.0,1,17,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.301524093930771
32218.0,0,17,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.291910720182042
96778.0,1,18,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.21937975342078
96771.0,0,18,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.20976637967205
70124.0,1,19,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.917770682627346
70118.0,0,19,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.908157308878618
70122.0,1,20,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.470434572173103
70119.0,0,20,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.460821198424373
70126.0,1,21,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.072215431787932
70116.0,0,21,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.062602058039202
39501.0,1,22,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,11.666529019462418
39503.0,0,22,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,11.656915645713688
29412.0,1,23,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.641441352965861
29407.0,0,23,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.631827979217134
29577.0,1,24,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.087844755953771
29579.0,0,24,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.078231382205043
29566.0,0,25,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.205235587545726
29582.0,1,25,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.214848961294456
77062.0,0,26,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.208176525162065
77058.0,1,26,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.217789898910794
77015.0,1,27,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,11.701482943394817
77020.0,0,27,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,11.691869569646087
21403.0,1,28,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.116434654314498
21401.0,0,28,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.10682128056577
21122.0,1,29,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.639480644494261
21060.0,0,29,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.629867270745532
21220.0,1,30,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.273052534582783
21237.0,0,30,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.263439160834054
10305.0,1,31,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.033668864607685
10304.0,0,31,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.024055490858958
10306.0,0,32,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.035179010728703
10314.0,1,32,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.044792384477432
11214.0,1,33,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.438705794947515
11204.0,0,33,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,13.429092421198785
10023.0,0,34,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,14.722969270545791
10069.0,1,34,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,14.73258264429452
10003.0,0,35,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,14.730319146249377
10010.0,1,35,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,14.739932519998105
28468.0,1,36,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.279755690268704
28467.0,0,36,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.270142316519975
23502.0,0,37,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.305253815830397
23518.0,1,37,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.314867189579127
23666.0,0,38,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.031240805582298
23661.0,1,38,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,,12.040854179331028
36576.0,0,1,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,12.465600877665125
36532.0,1,1,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,12.472848359430886
36605.0,1,2,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,11.311389520843232
36606.0,0,2,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,11.30414203907747
99501.0,1,3,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,12.516460733345118
99508.0,0,3,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,12.509213251579359
94014.0,0,4,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,13.464273283682994
94015.0,1,4,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,13.471520765448753
93950.0,1,5,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,13.598121745829902
93940.0,0,5,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,13.59087426406414
93109.0,1,6,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,14.806512232952384
93108.0,0,6,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,14.799264751186623
77505.0,1,7,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,12.220767735322852
77504.0,0,7,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,12.21352025355709
19947.0,0,8,2018-01,,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,,12.491624845029069
