Zip,Inland/Coastal,Pair,Date,Price,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved,LogPrice,PredLogPrice
10023.0,0,34,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47,,14.751288030297328
10069.0,1,34,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47,,14.764103826166172
10003.0,0,35,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47,,14.758637906000912
10010.0,1,35,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47,,14.771453701869756
28468.0,1,36,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47,,12.311276872140354
28467.0,0,36,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47,,12.298461076271511
23502.0,0,37,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47,,12.333572575581934
23518.0,1,37,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47,,12.346388371450779
23666.0,0,38,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47,,12.059559565333835
23661.0,1,38,2018-09,,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47,,12.07237536120268
36576.0,0,1,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.51670171657575
36532.0,1,1,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.529727928000563
36605.0,1,2,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,11.368269089412909
36606.0,0,2,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,11.355242877988095
99501.0,1,3,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.573340301914795
99508.0,0,3,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.560314090489983
94014.0,0,4,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.515374122593618
94015.0,1,4,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.52840033401843
93950.0,1,5,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.655001314399579
93940.0,0,5,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.641975102974765
93109.0,1,6,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,14.863391801522061
93108.0,0,6,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,14.850365590097248
77505.0,1,7,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.277647303892529
77504.0,0,7,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.264621092467715
19947.0,0,8,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.542725683939693
19968.0,1,8,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.555751895364507
19963.0,1,9,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.405981736533265
19960.0,0,9,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.392955525108452
19904.0,0,10,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.2768797736443
19901.0,1,10,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.289905985069113
19720.0,1,11,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.261201745165103
19702.0,0,11,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.248175533740289
33137.0,1,12,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.939753524530692
33127.0,0,12,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.926727313105879
33129.0,1,13,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.052172942379569
33145.0,0,13,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.039146730954755
33131.0,1,14,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.062232161516862
33130.0,0,14,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.049205950092048
33308.0,1,15,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.606898330277444
33309.0,0,15,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.593872118852632
33062.0,1,16,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.802643985297616
33060.0,0,16,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.789617773872802
32226.0,1,17,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.335116379098476
32218.0,0,17,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.322090167673663
96778.0,1,18,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.252972038588485
96771.0,0,18,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.239945827163671
70124.0,1,19,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.95136296779505
70118.0,0,19,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.938336756370239
70122.0,1,20,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.504026857340808
70119.0,0,20,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.491000645915994
70126.0,1,21,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.105807716955637
70116.0,0,21,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.092781505530823
39501.0,1,22,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,11.700121304630123
39503.0,0,22,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,11.68709509320531
29412.0,1,23,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.675033638133566
29407.0,0,23,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.662007426708755
29577.0,1,24,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.121437041121476
29579.0,0,24,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.108410829696664
29566.0,0,25,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.235415035037347
29582.0,1,25,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.24844124646216
77062.0,0,26,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.238355972653686
77058.0,1,26,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.2513821840785
77015.0,1,27,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,11.735075228562522
77020.0,0,27,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,11.722049017137708
21403.0,1,28,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.150026939482203
21401.0,0,28,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.13700072805739
21122.0,1,29,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.673072929661966
21060.0,0,29,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.660046718237153
21220.0,1,30,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.306644819750488
21237.0,0,30,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.293618608325675
10305.0,1,31,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.06726114977539
10304.0,0,31,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.054234938350579
10306.0,0,32,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.065358458220324
10314.0,1,32,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.078384669645137
11214.0,1,33,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.47229808011522
11204.0,0,33,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,13.459271868690406
10023.0,0,34,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,14.753148718037412
10069.0,1,34,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,14.766174929462226
10003.0,0,35,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,14.760498593740998
10010.0,1,35,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,14.77352480516581
28468.0,1,36,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.31334797543641
28467.0,0,36,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.300321764011596
23502.0,0,37,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.335433263322019
23518.0,1,37,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.348459474746832
23666.0,0,38,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.06142025307392
23661.0,1,38,2018-10,,329731.0,50.85,92.99,50.91,57.15,93.6,57.19,51.93,,12.074446464498733
36576.0,0,1,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.511346566494531
36532.0,1,1,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.52376719168509
36605.0,1,2,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,11.362308353097436
36606.0,0,2,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,11.349887727906877
99501.0,1,3,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.567379565599325
99508.0,0,3,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.554958940408763
94014.0,0,4,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.510018972512398
94015.0,1,4,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.522439597702958
93950.0,1,5,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.649040578084106
93940.0,0,5,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.636619952893547
93109.0,1,6,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,14.857431065206589
93108.0,0,6,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,14.84501044001603
77505.0,1,7,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.271686567577056
77504.0,0,7,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.259265942386495
19947.0,0,8,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.537370533858473
19968.0,1,8,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.549791159049034
19963.0,1,9,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.400021000217793
19960.0,0,9,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.387600375027233
19904.0,0,10,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.271524623563081
19901.0,1,10,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.283945248753641
19720.0,1,11,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.25524100884963
19702.0,0,11,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.242820383659069
33137.0,1,12,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.93379278821522
33127.0,0,12,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.92137216302466
33129.0,1,13,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.046212206064096
33145.0,0,13,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.033791580873537
33131.0,1,14,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.05627142520139
33130.0,0,14,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.04385080001083
33308.0,1,15,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.600937593961971
33309.0,0,15,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.588516968771412
33062.0,1,16,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.796683248982143
33060.0,0,16,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.784262623791582
32226.0,1,17,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.329155642783004
32218.0,0,17,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.316735017592444
96778.0,1,18,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.247011302273012
96771.0,0,18,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.234590677082453
70124.0,1,19,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.94540223147958
70118.0,0,19,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.932981606289019
70122.0,1,20,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.498066121025335
70119.0,0,20,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.485645495834776
70126.0,1,21,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.099846980640164
70116.0,0,21,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.087426355449605
39501.0,1,22,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,11.69416056831465
39503.0,0,22,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,11.681739943124091
29412.0,1,23,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.669072901818094
29407.0,0,23,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.656652276627534
29577.0,1,24,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.115476304806004
29579.0,0,24,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.103055679615444
29566.0,0,25,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.230059884956129
29582.0,1,25,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.242480510146688
77062.0,0,26,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.233000822572468
77058.0,1,26,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.245421447763027
77015.0,1,27,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,11.72911449224705
77020.0,0,27,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,11.716693867056488
21403.0,1,28,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.14406620316673
21401.0,0,28,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.13164557797617
21122.0,1,29,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.667112193346494
21060.0,0,29,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.654691568155934
21220.0,1,30,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.300684083435016
21237.0,0,30,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.288263458244456
10305.0,1,31,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.061300413459918
10304.0,0,31,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.048879788269359
10306.0,0,32,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.060003308139104
10314.0,1,32,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.072423933329665
11214.0,1,33,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.466337343799747
11204.0,0,33,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,13.453916718609188
10023.0,0,34,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,14.747793567956194
10069.0,1,34,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,14.760214193146755
10003.0,0,35,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,14.755143443659778
10010.0,1,35,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,14.767564068850337
28468.0,1,36,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.307387239120937
28467.0,0,36,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.294966613930375
23502.0,0,37,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.3300781132408
23518.0,1,37,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.34249873843136
23666.0,0,38,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.0560651029927
23661.0,1,38,2018-11,,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,,12.06848572818326
36576.0,0,1,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.492512775954646
36532.0,1,1,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.502803585151861
36605.0,1,2,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,11.341344746564207
36606.0,0,2,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,11.331053937366992
99501.0,1,3,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.546415959066094
99508.0,0,3,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.53612514986888
94014.0,0,4,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.491185181972513
94015.0,1,4,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.501475991169729
93950.0,1,5,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.628076971550877
93940.0,0,5,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.617786162353662
93109.0,1,6,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,14.83646745867336
93108.0,0,6,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,14.826176649476144
77505.0,1,7,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.250722961043827
77504.0,0,7,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.240432151846612
19947.0,0,8,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.51853674331859
19968.0,1,8,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.528827552515803
19963.0,1,9,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.379057393684564
19960.0,0,9,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.368766584487348
19904.0,0,10,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.252690833023197
19901.0,1,10,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.262981642220412
19720.0,1,11,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.234277402316401
19702.0,0,11,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.223986593119186
33137.0,1,12,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.91282918168199
33127.0,0,12,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.902538372484775
33129.0,1,13,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.025248599530867
33145.0,0,13,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.014957790333652
33131.0,1,14,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.03530781866816
33130.0,0,14,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.025017009470945
33308.0,1,15,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.579973987428742
33309.0,0,15,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.569683178231527
33062.0,1,16,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.775719642448914
33060.0,0,16,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.765428833251699
32226.0,1,17,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.308192036249775
32218.0,0,17,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.29790122705256
96778.0,1,18,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.226047695739783
96771.0,0,18,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.215756886542568
70124.0,1,19,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.92443862494635
70118.0,0,19,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.914147815749136
70122.0,1,20,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.477102514492106
70119.0,0,20,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.46681170529489
70126.0,1,21,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.078883374106935
70116.0,0,21,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.06859256490972
39501.0,1,22,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,11.673196961781422
39503.0,0,22,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,11.662906152584206
29412.0,1,23,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.648109295284865
29407.0,0,23,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.637818486087651
29577.0,1,24,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.094512698272775
29579.0,0,24,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.08422188907556
29566.0,0,25,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.211226094416244
29582.0,1,25,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.221516903613459
77062.0,0,26,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.214167032032583
77058.0,1,26,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.224457841229798
77015.0,1,27,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,11.70815088571382
77020.0,0,27,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,11.697860076516605
21403.0,1,28,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.123102596633501
21401.0,0,28,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.112811787436286
21122.0,1,29,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.646148586813265
21060.0,0,29,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.63585777761605
21220.0,1,30,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.279720476901787
21237.0,0,30,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.269429667704571
10305.0,1,31,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.040336806926689
10304.0,0,31,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.030045997729474
10306.0,0,32,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.04116951759922
10314.0,1,32,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.051460326796436
11214.0,1,33,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.445373737266518
11204.0,0,33,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,13.435082928069303
10023.0,0,34,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,14.728959777416309
10069.0,1,34,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,14.739250586613526
10003.0,0,35,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,14.736309653119893
10010.0,1,35,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,14.746600462317108
28468.0,1,36,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.286423632587708
28467.0,0,36,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.276132823390492
23502.0,0,37,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.311244322700915
23518.0,1,37,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.32153513189813
23666.0,0,38,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.037231312452816
23661.0,1,38,2018-12,,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,,12.047522121650031
36576.0,0,1,2019-01,,336037.91,42.37,86.55,44.87,48.69,86.64,51.18,51.53,,12.478217248195458
36532.0,1,1,2019-01,,336037.91,42.37,86.55,44.87,48.69,86.64,51.18,51.53,,12.486891450072422
36605.0,1,2,2019-01,,336037.91,42.37,86.55,44.87,48.69,86.64,51.18,51.53,,11.325432611484768
36606.0,0,2,2019-01,,336037.91,42.37,86.55,44.87,48.69,86.64,51.18,51.53,,11.316758409607804
99501.0,1,3,2019-01,,336037.91,42.37,86.55,44.87,48.69,86.64,51.18,51.53,,12.530503823986656
