Zip,Inland/Coastal,Pair,Date,Price,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved,PredPrice,PredLogPrice
36576.0,0,1,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,305054.6620765161,12.48665841696755
36532.0,1,1,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,246560.71106333088,12.496287186976472
36605.0,1,2,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,66904.78713964466,11.334828348388818
36606.0,0,2,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,125398.73815282989,11.325199578379896
99501.0,1,3,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,254370.163120155,12.539899560890706
99508.0,0,3,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,312864.11413334025,12.530270790881783
94014.0,0,4,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,732022.3170973574,13.485330822985418
94015.0,1,4,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,673528.3660841722,13.49495959299434
93950.0,1,5,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,758380.5203689407,13.621560573375488
93940.0,0,5,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,816874.4713821259,13.611931803366566
93109.0,1,6,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2905023.7533456795,14.82995106049797
93108.0,0,6,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2963517.7043588646,14.820322290489049
77505.0,1,7,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,192116.6659877172,12.244206562868438
77504.0,0,7,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,250610.61700090242,12.234577792859515
19947.0,0,8,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,304382.3203262015,12.512682384331493
19968.0,1,8,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,245888.36931301624,12.522311154340416
19963.0,1,9,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,209638.1316580305,12.372540995509175
19960.0,0,9,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,268132.0826712157,12.362912225500253
19904.0,0,10,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,244568.36602512858,12.246836474036101
19901.0,1,10,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,186074.41501194332,12.256465244045023
19720.0,1,11,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,179596.86867979067,12.227761004141012
19702.0,0,11,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,238090.8196929759,12.218132234132089
33137.0,1,12,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,393417.68274209334,12.906312783506602
33127.0,0,12,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,451911.63375527866,12.89668401349768
33129.0,1,13,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,418882.98784660955,13.018732201355478
33145.0,0,13,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,477376.9388597948,13.009103431346556
33131.0,1,14,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,414553.7494239925,13.028791420492771
33130.0,0,14,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,473047.7004371778,13.01916265048385
33308.0,1,15,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,283617.3025117956,12.573457589253353
33309.0,0,15,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,342111.25352498086,12.563828819244431
33062.0,1,16,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,324972.4293704947,12.769203244273525
33060.0,0,16,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,383466.3803836799,12.759574474264602
32226.0,1,17,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,193963.36076502647,12.301675638074386
32218.0,0,17,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,252457.31177821168,12.292046868065464
96778.0,1,18,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,179835.02478124195,12.219531297564394
96771.0,0,18,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,238328.9757944272,12.209902527555473
70124.0,1,19,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,381616.25569395727,12.917922226770962
70118.0,0,19,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,440110.2067071425,12.908293456762038
70122.0,1,20,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,237848.54485912493,12.470586116316717
70119.0,0,20,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,296342.49587231013,12.460957346307795
70126.0,1,21,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,197927.90353157738,12.072366975931546
70116.0,0,21,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,256421.85454476264,12.062738205922624
39501.0,1,22,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,107342.8182377485,11.666680563606032
39503.0,0,22,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,165836.76925093372,11.65705179359711
29412.0,1,23,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,278623.8767224747,12.641592897109476
29407.0,0,23,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,337117.8277356599,12.631964127100554
29577.0,1,24,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,157335.28928119433,12.087996300097386
29579.0,0,24,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,215829.2402943796,12.078367530088464
29566.0,0,25,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,239457.60676115163,12.205371735429148
29582.0,1,25,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,180963.65574796643,12.21500050543807
77062.0,0,26,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,229041.21522846818,12.208312673045487
77058.0,1,26,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,170547.26421528292,12.217941443054409
77015.0,1,27,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,112665.5141142464,11.701634487538431
77020.0,0,27,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,171159.4651274316,11.692005717529508
21403.0,1,28,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,445855.77253882436,13.116586198458112
21401.0,0,28,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,504349.72355200956,13.10695742844919
21122.0,1,29,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,275001.01178613596,12.639632188637876
21060.0,0,29,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,333494.9627993212,12.630003418628954
21220.0,1,30,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,187341.3366121007,12.273204078726398
21237.0,0,30,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,245835.2876252859,12.263575308717476
10305.0,1,31,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,418650.56290856365,13.0338204087513
10304.0,0,31,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,477144.51392174885,13.024191638742378
10306.0,0,32,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,474912.1205980178,13.035315158612123
10314.0,1,32,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,416418.1695848326,13.044943928621047
11214.0,1,33,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,641820.5076423697,13.438857339091129
11204.0,0,33,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,700314.4586555549,13.429228569082207
10023.0,0,34,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2447528.6006248407,14.723105418429213
10069.0,1,34,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2389034.6496116556,14.732734188438137
10003.0,0,35,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2470189.941930308,14.730455294132797
10010.0,1,35,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,2411695.9909171225,14.740084064141719
28468.0,1,36,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,184284.905797101,12.279907234412319
28467.0,0,36,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,242778.85681028623,12.270278464403395
23502.0,0,37,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,256944.57839071925,12.30538996371382
23518.0,1,37,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,198450.62737753405,12.315018733722741
23666.0,0,38,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,208793.2101111496,12.03137695346572
23661.0,1,38,2017-10,,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,150299.2590979644,12.041005723474642
36576.0,0,1,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,307658.69821234146,12.492830454349296
36532.0,1,1,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,247264.11819043872,12.503157188153626
36605.0,1,2,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,67608.19426675251,11.341698349565972
36606.0,0,2,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,128002.77428865526,11.331371615761642
99501.0,1,3,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,255073.57024726286,12.54676956206786
99508.0,0,3,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,315468.15026916564,12.536442828263528
94014.0,0,4,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,734626.3532331827,13.491502860367163
94015.0,1,4,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,674231.77321128,13.501829594171493
93950.0,1,5,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,759083.9274960485,13.628430574552642
93940.0,0,5,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,819478.5075179512,13.618103840748311
93109.0,1,6,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2905727.1604727875,14.836821061675124
93108.0,0,6,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2966121.74049469,14.826494327870794
77505.0,1,7,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,192820.07311482506,12.251076564045592
77504.0,0,7,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,253214.6531367278,12.24074983024126
19947.0,0,8,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,306986.35646202683,12.518854421713238
19968.0,1,8,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,246591.7764401241,12.52918115551757
19963.0,1,9,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,210341.53878513834,12.379410996686328
19960.0,0,9,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,270736.1188070411,12.369084262881998
19904.0,0,10,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,247172.40216095393,12.253008511417846
19901.0,1,10,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,186777.82213905116,12.263335245222176
19720.0,1,11,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,180300.2758068985,12.234631005318166
19702.0,0,11,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,240694.85582880126,12.224304271513834
33137.0,1,12,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,394121.08986920124,12.913182784683755
33127.0,0,12,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,454515.669891104,12.902856050879425
33129.0,1,13,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,419586.3949737174,13.025602202532632
33145.0,0,13,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,479980.9749956202,13.015275468728301
33131.0,1,14,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,415257.15655110043,13.035661421669925
33130.0,0,14,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,475651.7365730031,13.025334687865595
33308.0,1,15,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,284320.70963890344,12.580327590430507
33309.0,0,15,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,344715.2896608062,12.570000856626176
33062.0,1,16,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,325675.8364976025,12.776073245450679
33060.0,0,16,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,386070.41651950526,12.765746511646347
32226.0,1,17,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,194666.76789213432,12.30854563925154
32218.0,0,17,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,255061.34791403706,12.298218905447209
96778.0,1,18,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,180538.43190834983,12.226401298741548
96771.0,0,18,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,240933.01193025257,12.216074564937218
70124.0,1,19,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,382319.66282106517,12.924792227948116
70118.0,0,19,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,442714.24284296785,12.914465494143784
70122.0,1,20,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,238551.95198623277,12.47745611749387
70119.0,0,20,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,298946.5320081355,12.46712938368954
70126.0,1,21,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,198631.31065868525,12.0792369771087
70116.0,0,21,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,259025.890680588,12.06891024330437
39501.0,1,22,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,108046.22536485636,11.673550564783186
39503.0,0,22,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,168440.8053867591,11.663223830978856
29412.0,1,23,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,279327.28384958254,12.648462898286631
29407.0,0,23,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,339721.8638714853,12.6381361644823
29577.0,1,24,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,158038.6964083022,12.09486630127454
29579.0,0,24,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,218433.27643020495,12.084539567470209
29566.0,0,25,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,242061.64289697702,12.211543772810893
29582.0,1,25,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,181667.06287507428,12.221870506615224
77062.0,0,26,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,231645.25136429354,12.214484710427232
77058.0,1,26,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,171250.67134239076,12.224811444231563
77015.0,1,27,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,113368.92124135426,11.708504488715585
77020.0,0,27,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,173763.501263257,11.698177754911253
21403.0,1,28,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,446559.1796659322,13.123456199635266
21401.0,0,28,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,506953.759687835,13.113129465830935
21122.0,1,29,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,275704.4189132438,12.64650218981503
21060.0,0,29,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,336098.9989351466,12.6361754560107
21220.0,1,30,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,188044.74373920856,12.280074079903551
21237.0,0,30,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,248439.3237611113,12.269747346099221
10305.0,1,31,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,419353.9700356715,13.040690409928454
10304.0,0,31,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,479748.55005757423,13.030363676124123
10306.0,0,32,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,477516.1567338432,13.041487195993868
10314.0,1,32,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,417121.57671194046,13.0518139297982
11214.0,1,33,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,642523.9147694776,13.445727340268283
11204.0,0,33,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,702918.4947913802,13.435400606463952
10023.0,0,34,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2450132.636760666,14.729277455810958
10069.0,1,34,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2389738.0567387636,14.739604189615289
10003.0,0,35,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2472793.9780661333,14.736627331514542
10010.0,1,35,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,2412399.3980442304,14.746954065318873
28468.0,1,36,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,184988.31292420888,12.286777235589472
28467.0,0,36,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,245382.89294611162,12.27645050178514
23502.0,0,37,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,259548.61452654464,12.311562001095565
23518.0,1,37,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,199154.0345046419,12.321888734899895
23666.0,0,38,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,211397.24624697497,12.037548990847466
23661.0,1,38,2017-11,,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,151002.66622507223,12.047875724651796
36576.0,0,1,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,304997.2201029317,12.486522269084128
36532.0,1,1,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,246545.19472964463,12.496135642832858
36605.0,1,2,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,66889.27080595844,11.334676804245204
36606.0,0,2,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,125341.2961792455,11.325063430496474
99501.0,1,3,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,254354.6467864688,12.53974801674709
99508.0,0,3,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,312806.67215975584,12.530134642998362
94014.0,0,4,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,731964.875123773,13.485194675101997
94015.0,1,4,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,673512.849750486,13.494808048850725
93950.0,1,5,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,758365.0040352544,13.621409029231874
93940.0,0,5,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,816817.0294085415,13.611795655483144
93109.0,1,6,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,2905008.237011993,14.829799516354356
93108.0,0,6,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,2963460.2623852803,14.820186142605627
77505.0,1,7,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,192101.14965403097,12.244055018724824
77504.0,0,7,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,250553.17502731804,12.234441644976094
19947.0,0,8,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,304324.8783526171,12.512546236448072
19968.0,1,8,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,245872.85297933003,12.522159610196802
19963.0,1,9,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,209622.61532434428,12.37238945136556
19960.0,0,9,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,268074.64069763134,12.36277607761683
19904.0,0,10,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,244510.92405154416,12.246700326152679
19901.0,1,10,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,186058.8986782571,12.256313699901408
19720.0,1,11,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,179581.35234610445,12.227609459997398
19702.0,0,11,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,238033.3777193915,12.217996086248668
33137.0,1,12,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,393402.16640840715,12.906161239362987
33127.0,0,12,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,451854.1917816942,12.896547865614258
33129.0,1,13,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,418867.47151292337,13.018580657211864
33145.0,0,13,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,477319.4968862104,13.008967283463134
33131.0,1,14,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,414538.23309030634,13.028639876349157
33130.0,0,14,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,472990.2584635934,13.019026502600427
33308.0,1,15,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,283601.78617810935,12.573306045109739
33309.0,0,15,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,342053.81155139644,12.56369267136101
33062.0,1,16,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,324956.9130368085,12.76905170012991
33060.0,0,16,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,383408.9384100955,12.759438326381181
32226.0,1,17,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,193947.84443134026,12.301524093930771
32218.0,0,17,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,252399.86980462732,12.291910720182042
96778.0,1,18,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,179819.50844755577,12.21937975342078
96771.0,0,18,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,238271.5338208428,12.20976637967205
70124.0,1,19,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,381600.7393602711,12.917770682627346
70118.0,0,19,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,440052.7647335582,12.908157308878618
70122.0,1,20,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,237833.0285254387,12.470434572173103
70119.0,0,20,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,296285.0538987258,12.460821198424373
70126.0,1,21,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,197912.3871978912,12.072215431787932
70116.0,0,21,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,256364.41257117823,12.062602058039202
39501.0,1,22,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,107327.30190406229,11.666529019462418
39503.0,0,22,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,165779.32727734937,11.656915645713688
29412.0,1,23,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,278608.36038878845,12.641441352965861
29407.0,0,23,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,337060.38576207554,12.631827979217134
29577.0,1,24,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,157319.77294750814,12.087844755953771
29579.0,0,24,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,215771.79832079518,12.078231382205043
29566.0,0,25,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,239400.16478756728,12.205235587545726
29582.0,1,25,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,180948.13941428022,12.214848961294456
77062.0,0,26,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,228983.77325488377,12.208176525162065
77058.0,1,26,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,170531.7478815967,12.217789898910794
77015.0,1,27,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,112649.99778056018,11.701482943394817
77020.0,0,27,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,171102.02315384726,11.691869569646087
21403.0,1,28,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,445840.25620513817,13.116434654314498
21401.0,0,28,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,504292.2815784252,13.10682128056577
21122.0,1,29,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,274985.4954524498,12.639480644494261
21060.0,0,29,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,333437.5208257368,12.629867270745532
21220.0,1,30,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,187325.82027841447,12.273052534582783
21237.0,0,30,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,245777.84565170156,12.263439160834054
10305.0,1,31,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,418635.0465748774,13.033668864607685
10304.0,0,31,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,477087.0719481645,13.024055490858958
10306.0,0,32,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,474854.67862443347,13.035179010728703
10314.0,1,32,2017-12,,338062.0,44.2,85.46,43.23,50.26,85.74,49.29,48.27,416402.65325114643,13.044792384477432
